MishearID,TagID
posfie_nDGXf53_001,MEDICAL
posfie_nDGXf53_001,MISHEARING
posfie_nDGXf53_001,HOSPITAL
posfie_nDGXf53_001,HOMOPHONE
posfie_nDGXf53_001,DAILY_LIFE
posfie_nDGXf53_002,MEDICAL
posfie_nDGXf53_002,MISHEARING
posfie_nDGXf53_002,HOSPITAL
posfie_nDGXf53_002,HOMOPHONE
posfie_nDGXf53_002,DAILY_LIFE
posfie_nDGXf53_003,PERSON_NAME
posfie_nDGXf53_003,MISHEARING
posfie_nDGXf53_003,HOMOPHONE
posfie_nDGXf53_003,DAILY_LIFE
posfie_nDGXf53_004,GEONAME
posfie_nDGXf53_004,MISHEARING
posfie_nDGXf53_004,TAXI
posfie_nDGXf53_004,TRANSPORTATION
posfie_nDGXf53_004,HOMOPHONE
posfie_nDGXf53_004,DAILY_LIFE
posfie_nDGXf53_005,GEONAME
posfie_nDGXf53_005,MISHEARING
posfie_nDGXf53_005,TAXI
posfie_nDGXf53_005,TRANSPORTATION
posfie_nDGXf53_005,HOMOPHONE
posfie_nDGXf53_005,DAILY_LIFE
posfie_nDGXf53_006,GEONAME
posfie_nDGXf53_006,ABBREVIATION
posfie_nDGXf53_006,MISHEARING
posfie_nDGXf53_006,TAXI
posfie_nDGXf53_006,TRANSPORTATION
posfie_nDGXf53_006,DAILY_LIFE
posfie_nDGXf53_007,CLUB_ACTIVITY
posfie_nDGXf53_007,MISHEARING
posfie_nDGXf53_007,HOMOPHONE
posfie_nDGXf53_007,DAILY_LIFE
posfie_nDGXf53_008,FOOD
posfie_nDGXf53_008,MISHEARING
posfie_nDGXf53_008,RESTAURANT
posfie_nDGXf53_008,HOMOPHONE
posfie_nDGXf53_008,DAILY_LIFE
posfie_nDGXf53_009,FOOD
posfie_nDGXf53_009,MISHEARING
posfie_nDGXf53_009,RESTAURANT
posfie_nDGXf53_009,HOMOPHONE
posfie_nDGXf53_009,DAILY_LIFE
posfie_nDGXf53_010,GEONAME
posfie_nDGXf53_010,MISHEARING
posfie_nDGXf53_010,TAXI
posfie_nDGXf53_010,TRANSPORTATION
posfie_nDGXf53_010,HOMOPHONE
posfie_nDGXf53_010,DAILY_LIFE
