MishearID,TagID
masakitblog_20200910_001,TAXI
masakitblog_20200910_001,MISHEARING
masakitblog_20200910_001,GEONAME
masakitblog_20200910_001,FACILITY_NAME
masakitblog_20200910_001,COMMUNICATION
masakitblog_20200910_001,TRANSPORTATION
masakitblog_20200910_001,PROFESSIONALISM
masakitblog_20200910_001,TROUBLE_PREVENTION
masakitblog_20200910_002,TAXI
masakitblog_20200910_002,MISHEARING
masakitblog_20200910_002,GEONAME
masakitblog_20200910_002,FACILITY_NAME
masakitblog_20200910_002,COMMUNICATION
masakitblog_20200910_002,TRANSPORTATION
masakitblog_20200910_002,PROFESSIONALISM
masakitblog_20200910_002,TROUBLE_PREVENTION
masakitblog_20200910_003,TAXI
masakitblog_20200910_003,MISHEARING
masakitblog_20200910_003,GEONAME
masakitblog_20200910_003,FACILITY_NAME
masakitblog_20200910_003,COMMUNICATION
masakitblog_20200910_003,TRANSPORTATION
masakitblog_20200910_003,PROFESSIONALISM
masakitblog_20200910_003,TROUBLE_PREVENTION
