MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
www1101iimatugai051219_004,サザエさんは愉快だな,サザエさんは雪だるま,似た音の単語に注意,3歳の息子が『サザエさん』の歌を歌い間違えた。投稿者：ゆみ。,True,www1101iimatugai051219,N/A,息子（3歳）,ゆみ,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '子ども', '家庭', 'ユーモア']","['家庭', '子ども', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_005,ささの葉さらさら,たなばたさらさら,タイトルと歌詞の混同に注意,介護施設で『七夕』を歌う際に歌い間違えた。投稿者：ねねこ。,True,www1101iimatugai051219,N/A,ねねこ,施設利用者,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '施設', 'ユーモア']","['介護施設', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_006,つのだせ、やりだせ、めだまだせ,つのだせ、やりだせ、ぶちかませ,似た語感の言葉に注意,姪っ子が『でんでんむし』の歌詞を歌い間違えた。投稿者：冬海。,True,www1101iimatugai051219,N/A,姪っ子,冬海,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '子ども', '家庭', 'ユーモア']","['家庭', '子ども', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_007,おんまはみんなパッパか走る,カッパが走る,動物名の聞き間違いに注意,2歳半の息子が『おんまはみんな』を歌い間違えた。投稿者：鬼嫁。,True,www1101iimatugai051219,N/A,息子（2歳半）,鬼嫁,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '子ども', '家庭', 'ユーモア']","['家庭', '子ども', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_008,大きな古時計,大きな花嫁,似た音の単語に注意,息子の友達が『大きな古時計』を歌い間違えた。投稿者：きれいな人なのよー。,True,www1101iimatugai051219,N/A,息子の友達,きれいな人なのよー,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '子ども', '家庭', 'ユーモア']","['家庭', '子ども', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_009,小山かすみて,小芋薄芋数ある中に,食べ物の単語の混同に注意,上司が幼少期に『もみじ』の歌詞を歌い間違えた。投稿者：みそすぎ。,True,www1101iimatugai051219,N/A,上司（幼少期）,みそすぎ。,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '家庭', 'ユーモア']","['家庭', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_010,オーパキャラマド〜,買ってもらうぞ！,意味不明な歌詞は自分なりに解釈しがち,『クラリネットをこわしちゃった』のサビを夫が歌い間違えた。投稿者：聞きまつがいにもホドがある。,True,www1101iimatugai051219,N/A,夫,妻,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '家庭', 'ユーモア']","['家庭', '夫婦', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_011,つのだせ、やりだせ、めだまだせ,つのだせ、ナニだせ、頭だせ,不適切な単語の混入に注意,3歳の娘が『でんでんむし』の歌詞を歌い間違えた。投稿者：ハル×２。,True,www1101iimatugai051219,N/A,娘（3歳）,ハル×２,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '子ども', '家庭', 'ユーモア']","['家庭', '子ども', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_012,新しい朝が来た 希望の朝だ,新しいパパが来た 希望のパパだ,似た音の単語に注意,友達がラジオ体操の歌を歌い間違えた。投稿者：おく。,True,www1101iimatugai051219,N/A,友達,おく,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '家庭', 'ユーモア']","['家庭', '歌唱', 'ラジオ体操', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_013,ないてばかりいるこねこちゃん,いぬのこねこちゃん,動物名の混同に注意,3歳児が『まいごのこねこちゃん』の歌詞を歌い間違えた。投稿者：不明。,True,www1101iimatugai051219,N/A,3歳児,投稿者,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '子ども', '家庭', 'ユーモア']","['家庭', '子ども', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_014,ゆくぞ男のど根性,ゆっくがおとっこのどこんじょーおー,他のアニメ主題歌と混同しやすい,姉が『銀河鉄道999』のテーマ曲を『巨人の星』と混同して歌った。,True,www1101iimatugai051219,N/A,姉,投稿者,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '家庭', 'ユーモア']","['家庭', '姉妹', '歌唱', 'ノイズなし', 'マイクなし']"
www1101iimatugai051219_015,こがねもち,金持ち,言葉の意味の混同に注意,友達が「こがねもち」を「金持ち」と歌った。投稿者：村田。,True,www1101iimatugai051219,N/A,友達,村田,日本語,"['言いまつがい', '歌詞', '聞き間違い', '日本語', '家庭', 'ユーモア']","['家庭', '友人', '歌唱', 'ノイズなし', 'マイクなし']"
