MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
www_1101_com_iimatugai_archive_more060519_001,デロンギ（暖房器具）,ギロチン,家電名は正確に覚えよう,パートナー宅で「デロンギ」を「ギロチン」と言い間違えた。家の暖かさを表現したかった。,True,www_1101_com_iimatugai_archive_more060519,N/A,めぐみんと,パートナー,日本語,"['言い間違い', '家庭', '家電', 'ユーモア']","['家庭', '会話']"
www_1101_com_iimatugai_archive_more060519_002,確認願います。,悪人願います。,変換候補はよく確認しよう,石橋さんがメールで変換ミス。「確認願います。」を「悪人願います。」と送信。,True,www_1101_com_iimatugai_archive_more060519,N/A,石橋さん,メール受信者,日本語,"['変換ミス', '職場', 'メール', 'ユーモア']","['職場', '電子メール']"
www_1101_com_iimatugai_archive_more060519_003,個人写真の撮影の日,個人写真の殺人の日,物騒な言葉に注意,母が娘に学校の予定を聞いた際、「撮影の日」を「殺人の日」と言い間違えた。,True,www_1101_com_iimatugai_archive_more060519,N/A,母,娘,日本語,"['言い間違い', '家庭', '学校', 'ユーモア']","['家庭', '会話']"
www_1101_com_iimatugai_archive_more060519_004,毎日眠るように休んでるよ〜,毎日眠るように死んでるよ〜,高齢者の話題は慎重に,沖縄旅行後、祖父の様子を妹が「死んでる」と言い間違え、家族が驚いた。,True,www_1101_com_iimatugai_archive_more060519,N/A,妹,家族,日本語,"['言い間違い', '家庭', '高齢者', 'ユーモア']","['家庭', '会話']"
www_1101_com_iimatugai_archive_more060519_005,グリコ乳業,プルトニウム,提供社名はよく聞こう,テレビの提供表示「グリコ乳業」を「プルトニウム」と聞き間違え、驚いた。,True,www_1101_com_iimatugai_archive_more060519,N/A,テレビ音声,投稿者,日本語,"['聞き間違い', 'メディア', 'テレビ', 'ユーモア']","['家庭', 'テレビ視聴']"
www_1101_com_iimatugai_archive_more060519_006,頭から煙が出そう！,血のり？,慣用句の意味を知ろう,仕事のややこしさを「頭から煙が出そう」と表現したら、同僚が「血のり？」と聞き間違えた。,True,www_1101_com_iimatugai_archive_more060519,N/A,投稿者,同僚,日本語,"['聞き間違い', '職場', 'ユーモア']","['職場', '会話']"
www_1101_com_iimatugai_archive_more060519_007,〒のリストから入手可能,テロリストから入手可能,字面の似た言葉に注意,会議室のホワイトボードの「〒のリスト」を「テロリスト」と読み間違え、同僚に笑われた。,True,www_1101_com_iimatugai_archive_more060519,N/A,投稿者,同僚,日本語,"['読み間違い', '職場', 'ユーモア']","['職場', '会議室']"
www_1101_com_iimatugai_archive_more060519_008,部屋の中で聴きたい曲,塀の中で聴きたい曲,聞き取りにくい時は再確認,ラジオの特集タイトルを「塀の中」と聞き間違え、受刑者向けだと思い込んだ。,True,www_1101_com_iimatugai_archive_more060519,N/A,パーソナリティ,投稿者,日本語,"['聞き間違い', 'メディア', 'ラジオ', 'ユーモア']","['家庭', 'ラジオ聴取']"
www_1101_com_iimatugai_archive_more060519_009,出社したら、○○さんに電話してください,出所したら、○○さんに電話してください,伝言メモは丁寧に読みましょう,会社の伝言メモ「出社したら」を「出所したら」と読み間違え、犯罪者扱いされた気分になった。,True,www_1101_com_iimatugai_archive_more060519,N/A,投稿者,投稿者,日本語,"['読み間違い', '職場', 'ユーモア']","['職場', '伝言メモ']"
www_1101_com_iimatugai_archive_more060519_010,韓国野球,暗黒野球,ニュースは画面も確認しよう,テレビのスポーツニュース「韓国野球」を「暗黒野球」と聞き間違え、ブラックマーケットを想像した。,True,www_1101_com_iimatugai_archive_more060519,N/A,アナウンサー,投稿者,日本語,"['聞き間違い', 'メディア', 'テレビ', 'ユーモア']","['家庭', 'テレビ視聴']"
www_1101_com_iimatugai_archive_more060519_011,エログロ,エロゲロ,言葉の組み合わせに注意,「エログロ」と言おうとして「エロゲロ」と言い間違え、自分で気持ち悪くなった。,True,www_1101_com_iimatugai_archive_more060519,N/A,もちんな,もちんな,日本語,"['言い間違い', '日常', 'ユーモア']","['家庭', '会話']"
