MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
www_1101_com_m_iimatugai_1558_html_001,食わず嫌い王決定戦,好き嫌いショー,番組名の混同に注意,母が昔から「食わず嫌い王決定戦」を「好き嫌いショー」と呼ぶ。昔の番組名と混ざっている可能性。,True,www_1101_com_m_iimatugai_1558_html,N/A,母,投稿者,日本語,"['言い間違い', 'テレビ', '家族']","['家庭', 'テレビ視聴時']"
www_1101_com_m_iimatugai_1558_html_002,峰竜太,峰雷太,芸能人の名前は正確に覚えよう,友人とのしりとりで「峰竜太」を「峰雷太」と言い間違えた。先輩が指摘。,True,www_1101_com_m_iimatugai_1558_html,N/A,投稿者,友人、先輩,日本語,"['言い間違い', '芸能', 'しりとり', '学校']","['学校', '友人との会話']"
www_1101_com_m_iimatugai_1558_html_003,宮崎吾朗,野口五郎,名前の記憶違いに注意,父が「ゲド戦記」の監督を「野口五郎」と言い間違えた。近くにいたお兄さんが無表情だった。,True,www_1101_com_m_iimatugai_1558_html,N/A,父,投稿者,日本語,"['言い間違い', '芸能', '家族', '映画']","['レンタルビデオ店', '家族']"
www_1101_com_m_iimatugai_1558_html_004,草刈正雄,マサカリクサオ,名前の語感に惑わされないように,母が俳優の名前を「マサカリクサオ」と言い間違えた。金太郎のイメージが先に浮かんだ。,True,www_1101_com_m_iimatugai_1558_html,N/A,母,投稿者,日本語,"['言い間違い', '芸能', '家族']","['家庭', 'テレビ視聴時']"
www_1101_com_m_iimatugai_1558_html_005,ワインレッドの心,バラのベージュの…,曲名の色や花のイメージに注意,父が玉置浩二の曲「ワインレッドの心」を「バラのベージュの…」と間違えた。,True,www_1101_com_m_iimatugai_1558_html,N/A,父,投稿者,日本語,"['言い間違い', '音楽', '家族']","['家庭', 'テレビ視聴時']"
www_1101_com_m_iimatugai_1558_html_006,007,"109, 177",数字の記憶違いに注意,祖母がラジオの曲を「109」「177」と言い間違えた。実際は「スパイ大作戦」のテーマだった。,True,www_1101_com_m_iimatugai_1558_html,N/A,祖母,投稿者,日本語,"['聞き間違い', '映画', '音楽', '家族']","['家庭', '夕食時', 'ラジオ']"
www_1101_com_m_iimatugai_1558_html_007,ロダン,ロデオ,芸術家の名前は正確に覚えよう,クラスメイトが「考える人」の作者を「ロデオ」と言い間違えた。,True,www_1101_com_m_iimatugai_1558_html,N/A,クラスメイト,クラスメイト,日本語,"['言い間違い', '芸術', '学校']","['学校', 'クラスメイトとの会話']"
www_1101_com_m_iimatugai_1558_html_008,アリとキリギリス,アリギリス,童話のタイトルは正確に,担任教師が「アリとキリギリス」を「アリギリス」と言い間違えた。,True,www_1101_com_m_iimatugai_1558_html,N/A,担任教師,生徒,日本語,"['言い間違い', '童話', '学校']","['学校', '入学式']"
www_1101_com_m_iimatugai_1558_html_009,平山あや,平山みき,芸能人の世代ギャップに注意,母が娘に「平山あや」と言うつもりが「平山みき」と言い間違えた。娘は知らず混乱。,True,www_1101_com_m_iimatugai_1558_html,N/A,母,娘,日本語,"['言い間違い', '芸能', '家族', '世代ギャップ']",['家庭']
www_1101_com_m_iimatugai_1558_html_010,おぎやはぎの眼鏡のほう,両方とも眼鏡,特徴の思い込みに注意,姉が「おぎやはぎの眼鏡のほう」と言ったが、両方とも眼鏡だった。,True,www_1101_com_m_iimatugai_1558_html,N/A,姉,投稿者,日本語,"['言い間違い', '芸能', '家族']","['家庭', '姉妹の会話']"
