MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language
lifehackerjp_100913misheard_001,Different tack,Different tact,意味が異なるので注意,「tack」は方針、「tact」は機転。発音が似ているため混同しやすい。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
lifehackerjp_100913misheard_002,Moot point,Mute point,意味が異なるので注意,「Moot」は議論中、「Mute」は無言。アメリカ英語では発音が似ている。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
lifehackerjp_100913misheard_003,Taking up the reins,Taking up the reigns,意味が異なるので注意,「rein」は手綱、「reign」は統治。スペルも異なる。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
lifehackerjp_100913misheard_004,Eke out,Eek out,意味が異なるので注意,「Eke out」は補う、「eek」は悲鳴。発音が似ている。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
lifehackerjp_100913misheard_005,Beyond the pale,Beyond the pail,意味が異なるので注意,「pale」は境界、「pail」はバケツ。発音が似ている。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
lifehackerjp_100913misheard_006,Mine of information,Mind of information,語尾に注意,「Mine」と「Mind」は語尾が似ている。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
lifehackerjp_100913misheard_007,Just deserts,Just desserts,発音記号を確認,「desert」は砂漠、「dessert」はデザート。発音が似ている。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
lifehackerjp_100913misheard_008,Wait with bated breath,Wait with baited breath,意味が異なるので注意,「bated」は抑える、「baited」は餌をつける。発音が似ている。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
lifehackerjp_100913misheard_009,Due respect,Do respect,発音が同じ,「Due」と「Do」はアメリカ英語では発音が同じ。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
lifehackerjp_100913misheard_010,For all intents and purposes,For all intensive purposes,意味が異なるので注意,「intent」は意図、「intensive」は強烈な。発音が似ている。,True,lifehackerjp_100913misheard,https://www.lifehacker.jp/article/100913misheard_words/,,,en
