MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language
coffee_break_parts_similar201208_001,会見に先立ちまして、冒頭、１件、読み上げがあります。,会見に先立ちまして、冒頭、１件、お土産があります。,「読み上げ」と「お土産」は音が似ているため注意。,記者会見の冒頭発言。速記者が「読み上げ」を「お土産」と誤記。会議や会見の定型表現に慣れていない場合に起こりやすい。,True,coffee_break_parts_similar201208,,不明,速記者,ja
coffee_break_parts_similar201208_002,大飯原発の再稼働の件については、必ずしも反対一色ということではなく、国民の受け止め方には賛否両論があるのではないかと思います。,大飯原発の再稼働の件については、必ずしも反対しようということではなく、国民の受け止め方には賛否両論があるのではないかと思います。,「一色」と「しよう」は語感が近いので注意。,原発再稼働に関する発言。速記者が「反対一色という」を「反対しようという」と誤記。文脈理解が不十分な場合に起こりやすい。,True,coffee_break_parts_similar201208,,不明,速記者,ja
coffee_break_parts_similar201208_003,原発再稼働は電力の安定供給の点で重要ですが、電力の大規模需要家である鉄道会社の立場としては、公共の足を確保することが必須条件で～,原発再稼働は電力の安定供給の点で重要ですが、電力の大規模事業家である鉄道会社の立場としては、公共の足を確保することが必須条件で～,「需要家」と「事業家」は音が似ている。,鉄道会社の立場に関する発言。速記者が「大規模需要家」を「大規模事業家」と誤記。業界用語の知識不足が原因。,True,coffee_break_parts_similar201208,,不明,速記者,ja
coffee_break_parts_similar201208_004,国会同意人事に関しては、採決までに１０日間ルールというのがあったかと思うのですが～,国会同意人事に関しては、採決までに１０日かかるというのがあったかと思うのですが～,「１０日間ルール」と「１０日かかる」は意味が異なるので注意。,国会同意人事の手続きに関する発言。速記者が「１０日間ルール」を「１０日かかる」と誤記。制度やルールの知識不足が原因。,True,coffee_break_parts_similar201208,,不明,速記者,ja
coffee_break_parts_similar201208_005,政府としても、信頼性の確保は非常に重要ですので、会議後の運営に際しても、一切の疑念を抱かれることのないように～,政府としても、信頼性の確保は非常に重要ですので、会合の運営に際しても、一切の疑念を抱かれることのないように～,「会議後」と「会合」は音が似ている。,政府の運営に関する発言。速記者が「会議後」を「会合」と誤記。会議用語の混同によるもの。,True,coffee_break_parts_similar201208,,不明,速記者,ja
coffee_break_parts_similar201208_006,法案骨子の修正についてですが、きのうはいろいろ忙殺されまして～,法案骨子の修正についてですが、きのうはいろいろ考察されまして～,「忙殺」と「考察」は音が似ている。,法案修正作業の多忙さに関する発言。速記者が「忙殺」を「考察」と誤記。文脈理解不足が原因。,True,coffee_break_parts_similar201208,,不明,速記者,ja
coffee_break_parts_similar201208_007,除く生鮮食品の消費者物価の前年度比、あるいは刈り込み平均の物価指数の前年比、あるいは消費者物価指数の上昇下落などを見ると,除く生鮮食品の消費者物価の前年度比、あるいは駆け込み平均の物価指数の前年比、あるいは消費者物価指数の上昇下落などを見ると,「刈り込み」と「駆け込み」は音が似ている。,経済指標に関する発言。速記者が「刈り込み平均」を「駆け込み平均」と誤記。経済用語の知識不足が原因。,True,coffee_break_parts_similar201208,,不明,速記者,ja
coffee_break_parts_similar201208_008,総合エネルギー調査会で議論した中身について、すべての選択肢を排除するということではありません。,総合エネルギー調査会で議論した中身について、すべての選択肢を配慮するということではありません。,「排除」と「配慮」は音が似ている。,エネルギー政策に関する発言。速記者が「排除」を「配慮」と誤記。意味が大きく異なるため注意が必要。,True,coffee_break_parts_similar201208,,不明,速記者,ja
coffee_break_parts_similar201208_009,辞職された官僚の当省における担務は、後任の者が引き継ぐということで、本人には申し伝えてあります。,辞職された官僚の当省におけるタームは、後任の者が引き継ぐということで、本人には申し伝えてあります。,「担務」と「ターム」は音が似ている。,官僚の業務引継ぎに関する発言。速記者が「担務」を「ターム」と誤記。業界用語の知識不足が原因。,True,coffee_break_parts_similar201208,,不明,速記者,ja
coffee_break_parts_similar201208_010,税と社会保障の一体改革の修正案の了承について、党内では再増税の時期や景気条項に関しても～,税と社会保障の一体改革の修正案の了承について、党内では再増税の時期や景気動向に関しても～,「景気条項」と「景気動向」は音が似ている。,税と社会保障改革に関する発言。速記者が「景気条項」を「景気動向」と誤記。政策用語の知識不足が原因。,True,coffee_break_parts_similar201208,,不明,速記者,ja
