MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
coffee_break_parts_similar200404_001,自流米,自由米,「流」と「由」の音が近いので注意。,会議や政策議論で「自流米」と発言したが、速記者が「自由米」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', 'ビジネス']",['文字起こし']
coffee_break_parts_similar200404_002,自由とパン,銃とパン,「自由」と「銃」は音が似ている。,歴史や社会の文脈で「自由とパン」と発言したが、「銃とパン」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '社会']",['文字起こし']
coffee_break_parts_similar200404_003,電力は広域事業,電力は公益事業,「広域」と「公益」は音が近い。,電力事業の説明で「広域事業」と発言したが、「公益事業」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '技術']",['文字起こし']
coffee_break_parts_similar200404_004,十分な額確保されれば,十分長く確保されれば,「な額」と「長く」の音が似ている。,予算や資金の話で「十分な額」と発言したが、「十分長く」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', 'ビジネス']",['文字起こし']
coffee_break_parts_similar200404_005,責任をとれない,責任を問えない,「とれない」と「問えない」は音が近い。,責任論の議論で「とれない」と発言したが、「問えない」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', 'ビジネス']",['文字起こし']
coffee_break_parts_similar200404_006,伺えない,疑えない,「伺」と「疑」の音が近い。,質問や確認の場面で「伺えない」と発言したが、「疑えない」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語']",['文字起こし']
coffee_break_parts_similar200404_007,国産エネルギー,国際エネルギー,「国産」と「国際」は音が似ている。,エネルギー政策の議論で「国産エネルギー」と発言したが、「国際エネルギー」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '技術']",['文字起こし']
coffee_break_parts_similar200404_008,地場銀行,千葉銀行,「地場」と「千葉」は音が近い。,地方銀行の話題で「地場銀行」と発言したが、「千葉銀行」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '金融']",['文字起こし']
coffee_break_parts_similar200404_009,見込めないか,認めないか,「見込め」と「認め」の音が似ている。,見通しや承認の議論で「見込めないか」と発言したが、「認めないか」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', 'ビジネス']",['文字起こし']
coffee_break_parts_similar200404_010,異常通信波,非常通信波,「異常」と「非常」は音が近い。,通信や防災の話題で「異常通信波」と発言したが、「非常通信波」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '技術']",['文字起こし']
coffee_break_parts_similar200404_011,一分減配,一部減配,「一分」と「一部」は音が近い。,配当や財務の話題で「一分減配」と発言したが、「一部減配」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '金融']",['文字起こし']
coffee_break_parts_similar200404_012,過載による事故,火災による事故,「過載」と「火災」は音が似ている。,事故原因の議論で「過載による事故」と発言したが、「火災による事故」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '技術']",['文字起こし']
coffee_break_parts_similar200404_013,株主総会の形骸化,株主総会の弊害化,「形骸化」と「弊害化」は音が近い。,組織運営や会議の話題で「形骸化」と発言したが、「弊害化」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', 'ビジネス']",['文字起こし']
coffee_break_parts_similar200404_014,日本と韓国は至近地にある,日本と韓国は卑近地にある,「至近地」と「卑近地」は音が近い。,地理的距離の話題で「至近地」と発言したが、「卑近地」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '社会']",['文字起こし']
coffee_break_parts_similar200404_015,巡航ミサイル,人工ミサイル,「巡航」と「人工」は音が似ている。,軍事・防衛の話題で「巡航ミサイル」と発言したが、「人工ミサイル」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '技術']",['文字起こし']
coffee_break_parts_similar200404_016,大産業,概算量,「大産業」と「概算量」は音が近い。,産業規模や数量の話題で「大産業」と発言したが、「概算量」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', 'ビジネス']",['文字起こし']
coffee_break_parts_similar200404_017,可及的速やか,波及的速やか,「可及的」と「波及的」は音が近い。,行政や指示の場面で「可及的速やか」と発言したが、「波及的速やか」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '行政']",['文字起こし']
coffee_break_parts_similar200404_018,フレーズ,フェーズ,カタカナ語の混同に注意。,カタカナ語の発音が似ているため「フレーズ」と発言したが、「フェーズ」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語']",['文字起こし']
coffee_break_parts_similar200404_019,半製品,完成品,「半製品」と「完成品」は音が近い。,製造や流通の話題で「半製品」と発言したが、「完成品」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', 'ビジネス']",['文字起こし']
coffee_break_parts_similar200404_020,実証する,立証する,「実証」と「立証」は音が近い。,科学や法務の話題で「実証する」と発言したが、「立証する」と記録。,True,coffee_break_parts_similar200404,N/A,不明,速記者,日本語,"['速記', '聞き間違い', '日本語', '技術']",['文字起こし']
