MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language
coffee_break_parts_similar201409_001,本件土地の所有権をめぐって裁判になりましたが、お互いに本件土地の権利関係については、将来的に後顧の憂いのないようにはしたいとは思っておりました。,本件土地の所有権をめぐって裁判になりましたが、お互いに本件土地の権利関係については、将来的に公庫に売れる内容にはしたいとは思っておりました。,法律用語の慣用句に注意。,法律関係の会話で、慣用句「後顧の憂いのないように」が金融用語「公庫に売れる内容に」と誤認された。速記者による聞き取りミス。,True,coffee_break_parts_similar201409,,不明,速記者,ja
coffee_break_parts_similar201409_002,唯一の戦争被爆国として、核兵器使用の惨禍を将来世代に継承していくために、ユース非核特使の制度を創設し、国内外において、核兵器のない世界を積極的に訴えていただいたと感じています。,唯一の戦争被爆国として、核兵器使用の惨禍を将来世代に継承していくために、ユース非核特使の制度を創設し、国内外において、駆け引きのない世界を積極的に訴えていただいたと感じています。,発音の近い単語に注意。,国際政治・平和活動の文脈で「核兵器」が「駆け引き」と誤認された。発音の類似性が原因。,True,coffee_break_parts_similar201409,,不明,速記者,ja
coffee_break_parts_similar201409_003,裁判員裁判の現状ですが、地域差はありますが、例えば東京は本庁と立川支部が、そして静岡は東・中・西で３つに分かれているので、東部は沼津、中部は本庁、西部は浜松で～,裁判員裁判の現状ですが、地域差はありますが、例えば東京は本庁と立川支部が、そして静岡は道州制で３つに分かれているので、東部は沼津、中部は本庁、西部は浜松で～,地理的区分と制度名の混同に注意。,裁判所の地域区分説明で「東・中・西」が「道州制」と誤認された。速記者が制度名と混同した可能性。,True,coffee_break_parts_similar201409,,不明,速記者,ja
coffee_break_parts_similar201409_004,脱法ドラッグの規制ですが、包括的な指定を行うことで指定薬物の指定を大幅に増やすとともに、薬事法を改正して、指定薬物の所持、使用にも罰則が科せられるように～,脱法ドラッグの規制ですが、包括的な指定を行うことで指定薬物の指定を大幅に増やすとともに、約定を改正して、指定薬物の所持、使用にも罰則が科せられるように～,法律用語の混同に注意。,医療・薬事法関連の議論で「薬事法」が「約定」と誤認された。法律用語の類似性が原因。,True,coffee_break_parts_similar201409,,不明,速記者,ja
coffee_break_parts_similar201409_005,地方税にも絡みますが、住民税や固定資産税もきちんと視野に入れようというのは、応益課税というのであれば、住民税や固定資産税がむしろ本丸ではないかと～,地方税にも絡みますが、住民税や固定資産税もきちんと視野に入れようというのは、応益課税というのであれば、住民税や固定資産税がむしろフォーマルではないかと～,カタカナ語の音の近さに注意。,税制議論で「本丸」が「フォーマル」と誤認された。カタカナ語の音の近さが原因。,True,coffee_break_parts_similar201409,,不明,速記者,ja
coffee_break_parts_similar201409_006,今回の河野談話の検討作業の報告書は、河野談話を毀損するものでは一切なく、その目的は、国内にあった河野談話に対する疑念に対し、客観的事実をもって答えるという～,今回の河野談話の検討作業の報告書は、河野談話を毀損するものでは一切なく、その目的は、国内にあった河野談話に対する議連に対し、客観的事実をもって答えるという～,政治用語の混同に注意。,政治的文脈で「疑念」が「議連」と誤認された。発音の近さと政治用語の混同が原因。,True,coffee_break_parts_similar201409,,不明,速記者,ja
coffee_break_parts_similar201409_007,今、問題なのは音楽ＣＤの複製から始まって、全てダウンストリーム、パソコンに取り込む形での利用ですが、先ほど挙げられた６項目か何かをやっている人に～,今、問題なのは音楽ＣＤの複製から始まって、全てダウンストリーム、パソコンに取り込む形での利用ですが、先ほど挙げられた録音か何かをやっている人に～,数字と名詞の音の近さに注意。,著作権・音楽利用の文脈で「６項目」が「録音」と誤認された。数字と名詞の音の近さが原因。,True,coffee_break_parts_similar201409,,不明,速記者,ja
coffee_break_parts_similar201409_008,本件事案は保護責任者遺棄致死の保護義務があったかという以外に争点が幾つもあり、公判前の整理手続だけで１年近くかかり、公判の期日にもずいぶんと時間を～,本件事案は保護責任者遺棄致死の保護義務があったかという以外に争点が幾つもあり、公判前の整理手続だけで１年近くかかり、公判の記述にもずいぶんと時間を～,漢字の読みの近さに注意。,裁判の進行説明で「期日」が「記述」と誤認された。漢字の読みの近さが原因。,True,coffee_break_parts_similar201409,,不明,速記者,ja
coffee_break_parts_similar201409_009,"繰越金と予算について、当期の剰余金がマイナスで、今期の予算で支出が１億となっていて、９,０００万が収入に計上をされていて、１,０００万のマイナスと～","繰越金と予算について、当期の剰余金がマイナスで、今期の予算で支出が１億となっていて、９,０００万が収入に提示をされていて、１,０００万のマイナスと～",会計用語の混同に注意。,会計・予算説明で「計上」が「提示」と誤認された。会計用語の混同が原因。,True,coffee_break_parts_similar201409,,不明,速記者,ja
coffee_break_parts_similar201409_010,自分が心安らかに過ごそうと幾ら思っても、劇的な技術革新と様々なビジネスモデルの変化、生活の変化の波に飲み込まれないように自らを隔離することはできません。,自分が心安らかに過ごそうと幾ら思っても、劇的な技術革新と様々なビジネスモデルの変化、生活の変化の波に飲み込まれないように自らを確立することはできません。,漢字の読みの近さに注意。,ビジネス・生活変化の文脈で「隔離」が「確立」と誤認された。漢字の読みの近さが原因。,True,coffee_break_parts_similar201409,,不明,速記者,ja
