MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
coffee_break_parts_similar201811_001,何だっけ、この、あれが不要になる手法っつうのは～,何だっけ、この、あれが不要になるＣＯ２のは～,技術用語や略語は明瞭に発音すること,会議中の技術的な話題で「手法っつう」を「ＣＯ２」と聞き間違えた。発音が似ていたため誤記録。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議', '技術']",['文字起こし']
coffee_break_parts_similar201811_002,緊急対応や応急期の支援のことについても～,緊急対応やお給金の支援のことについても～,専門用語は明確に区切って発音すること,災害対応の文脈で「応急期」を「お給金」と聞き間違えた。語感が似ていたため誤記録。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議', '災害対応']",['文字起こし']
coffee_break_parts_similar201811_003,機動力、即応力に富んだ人材育成を～,機動力、遡行力に富んだ人材育成を～,専門用語の確認を徹底すること,人材育成の話題で「即応力」を「遡行力」と聞き間違えた。専門用語の聞き取りミス。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議', '人材育成']",['文字起こし']
coffee_break_parts_similar201811_004,どうしても利便性や相互補完性といったものが～,どうしても利便性や総合保管性といったものが～,複合語は区切りを意識して発音すること,制度や仕組みの説明中「相互補完」を「総合保管」と聞き間違えた。語感の近さによる誤記録。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議']",['文字起こし']
coffee_break_parts_similar201811_005,あれからもうそんなになるのかと感慨深く～,あれからもうそんなになるのかと考え深く～,感情表現はゆっくり発音すること,感情表現の場面で「感慨」を「考え」と聞き間違えた。類似語の混同。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議']",['文字起こし']
coffee_break_parts_similar201811_006,地図上のこのポイントに物資を集中して～,地図上のこのポイントに物資を周知して～,重要語は強調して発音すること,物資配分の説明で「集中」を「周知」と聞き間違えた。発音の近さによる誤記録。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議', '災害対応']",['文字起こし']
coffee_break_parts_similar201811_007,制度固有の課題については～,制度、雇用の課題については～,語の切れ目を意識して発音すること,課題説明中「制度固有」を「制度、雇用」と聞き間違えた。語の切れ目の誤認。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議']",['文字起こし']
coffee_break_parts_similar201811_008,被害推定においてもセンシングはやはり重要で～,被害推定においても先進部はやはり重要で～,カタカナ語は明瞭に発音すること,技術用語の説明で「センシング」を「先進部」と聞き間違えた。カタカナ語の聞き取りミス。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議', '技術']",['文字起こし']
coffee_break_parts_similar201811_009,目指す方針としてうちはこういきたいのだというのを出せるように～,目指す方針としてうちは広域帯のだというのを出せるように～,方針表現は明確に発音すること,方針説明中「こういきたい」を「広域帯」と聞き間違えた。語感の近さによる誤記録。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議']",['文字起こし']
coffee_break_parts_similar201811_010,Ａ案、Ｂ案、両論併記的にしていただいたことについては～,Ａ案、Ｂ案、両論、定期的にしていただいたことについては～,複合語の区切りを意識して発音すること,議論のまとめで「両論併記的」を「両論、定期的」と聞き間違えた。複合語の分割誤認。,True,coffee_break_parts_similar201811,N/A,不明,速記者,日本語,"['行政', '会議']",['文字起こし']
