MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language
coffee_break_parts_similar201110_001,石狩湾新港は、計画でつくられた港でございます。,石狩湾振興は、計画でつくられた港でございます。,「新港」と「振興」は音が似ているため注意。,港湾名の説明時に「新港（しんこう）」を「振興（しんこう）」と聞き間違えた事例。両者は同音異義語であり、文脈で区別が必要。,True,coffee_break_parts_similar201110,,不明,速記者,ja
coffee_break_parts_similar201110_002,資源・エネルギー、食糧等の、世界的な資源獲得競争を踏まえた国際バルク戦略港湾に関する事項などについて、新たに位置づけられたところでございます。,資源・エネルギー、食糧等の、世界的な資源確保競争を踏まえた国際バルク戦略港湾に関する事項などについて、新たに位置づけられたところでございます。,「獲得」と「確保」は意味が近いが異なる。,国際戦略港湾の説明時に「資源獲得競争」を「資源確保競争」と聞き間違えた事例。意味は近いが、政策用語としては異なる。,True,coffee_break_parts_similar201110,,不明,速記者,ja
coffee_break_parts_similar201110_003,実際に被災を受けた港湾の防波堤は、被害を受ける前の水準より低くなり、原形復旧はできないわけですか。,実際に被災を受けた港湾の防波堤は、被害を受ける前の水準より低くなり、現状復帰はできないわけですか。,「原形復旧」と「現状復帰」は意味が異なる。,港湾防波堤の復旧に関する質疑応答時に「原形復旧」を「現状復帰」と聞き間違えた事例。災害復旧の専門用語の混同。,True,coffee_break_parts_similar201110,,不明,速記者,ja
coffee_break_parts_similar201110_004,車両の使用権限、運転者数、会員数及び損害保険会社に変更があり、審査の結果、了承となっているが、態様の区分について、チェックシートの確認を行い、運営協議会にて報告することとなっています。,車両の使用権限、運転者数、会員数及び損害保険会社に変更があり、審査の結果、了承となっているが、対応の区分について、チェックシートの確認を行い、運営協議会にて報告することとなっています。,「態様」と「対応」は音が似ているが意味が異なる。,車両運用に関する報告時に「態様の区分」を「対応の区分」と聞き間違えた事例。行政文書での用語の混同。,True,coffee_break_parts_similar201110,,不明,速記者,ja
coffee_break_parts_similar201110_005,緊急時避難準備区域は、対象市町村による復旧計画の策定を踏まえ、関係自治体とも連携をとり、緊密な相談を行った上で、区域の一括解除を行うことを～,緊急時避難準備区域は、対象市町村による復旧計画の策定を踏まえ、関係自治体とも連携をとり、緊密な相談を行った上で、区域の復活・解除を行うことを～,「一括解除」と「復活・解除」は意味が大きく異なる。,避難区域解除の説明時に「区域の一括解除」を「区域の復活・解除」と聞き間違えた事例。災害対応の用語の混同。,True,coffee_break_parts_similar201110,,不明,速記者,ja
coffee_break_parts_similar201110_006,その後の統合新校の施設改修に当たっては、安全性等を考慮し、仮校舎を使用して工事を行うことにするため～,その後の統合・振興の施設改修に当たっては、安全性等を考慮し、仮校舎を使用して工事を行うことにするため～,「統合新校」と「統合・振興」は意味が異なる。,学校施設改修の説明時に「統合新校」を「統合・振興」と聞き間違えた事例。教育分野での専門用語の混同。,True,coffee_break_parts_similar201110,,不明,速記者,ja
coffee_break_parts_similar201110_007,円高の件で、先週末に７５円台という過去最高値をつけたが、この要因を、大臣はどのように分析されて、今後どのように対応されていくのかお聞きします。,円高の件で、先週末に７５円台という過去最高値をつけたが、この要因を、大体どのように分析されて、今後どのように対応されていくのかお聞きします。,「大臣は」と「大体」は音が似ているが意味が全く異なる。,円高要因の分析に関する質疑応答時に「大臣は」を「大体」と聞き間違えた事例。発話者の役職名と副詞の混同。,True,coffee_break_parts_similar201110,,不明,速記者,ja
coffee_break_parts_similar201110_008,日本の建設技術については国際的にもトップクラスですが、特に積雪寒冷地の北海道の技術は対岸のロシアにおいても大きな存在感を示すことができるでしょう。,日本の建設技術については国際的にもトップクラスですが、特に積雪関連地の北海道の技術は対岸のロシアにおいても大きな存在感を示すことができるでしょう。,「寒冷地」と「関連地」は音が似ているが意味が異なる。,建設技術の国際的評価に関する説明時に「積雪寒冷地の北海道の技術は」を「積雪関連地の北海道の技術は」と聞き間違えた事例。技術分野の専門用語の混同。,True,coffee_break_parts_similar201110,,不明,速記者,ja
coffee_break_parts_similar201110_009,復興財源の臨時増税に関して、復興と同じ期間とすべきという意見と、景気の動向を見極めるという二通りあるが、技術的には多少ずらしたほうがいいのではと考えております。,復興財源の臨時増税に関して、復興と同じ期間とすべきという意見と、景気の動向を見極めるという二通りあるが、技術的に、私はずらしたほうがいいのではと考えております。,「技術的には多少」と「技術的に、私は」は文法的にも意味的にも異なる。,復興財源増税の議論時に「技術的には多少」を「技術的に、私は」と聞き間違えた事例。発話の主語や文脈の混同。,True,coffee_break_parts_similar201110,,不明,速記者,ja
coffee_break_parts_similar201110_010,石狩から苫小牧にかけて道央のベルト地帯と申しますか、既に部品メーカーが進出していますが～,石狩から苫小牧にかけて道路のベルト地帯と申しますか、既に部品メーカーが進出していますが～,「道央」と「道路」は音が似ているが意味が異なる。,地域経済圏の説明時に「道央のベルト地帯」を「道路のベルト地帯」と聞き間違えた事例。地名と一般名詞の混同。,True,coffee_break_parts_similar201110,,不明,速記者,ja
