MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,Language,Tags,Envs
AcrugLVnrLE_001,渋谷,日比谷,発音が似ているので注意。目的地確認を徹底。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_002,目黒,恵比寿,発音が似ているので注意。復唱確認推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_003,赤坂,浅草,母音・子音の違いに注意。地図で再確認。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_004,新宿,新橋,「しんじゅく」と「しんばし」は語尾が異なる。復唱推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_005,池袋,板橋,発音が似ているので注意。地図で再確認。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_006,六本木,六町,「ろっぽんぎ」と「ろくちょう」は語頭が同じ。復唱推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_007,田町,田端,「たまち」と「たばた」は子音違い。復唱推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_008,神田,神楽坂,「かんだ」と「かぐらざか」は語頭が同じ。地図確認推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_009,大森,大森町,「おおもり」と「おおもりまち」は一部重複。町名まで確認。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_010,品川,篠崎,「しながわ」と「しのざき」は子音違い。復唱推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_011,代々木,四ツ谷,「よよぎ」と「よつや」は語感が似ている。復唱推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_012,亀戸,亀有,「かめいど」と「かめあり」は語頭が同じ。復唱推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_013,中野,中延,「なかの」と「なかのぶ」は語頭が同じ。町名まで確認。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_014,高田馬場,高輪,「たかだのばば」と「たかなわ」は語頭が同じ。復唱推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_015,立川,立石,「たちかわ」と「たていし」は語頭が同じ。復唱推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
AcrugLVnrLE_016,三鷹,三田,「みたか」と「みた」は語頭が同じ。復唱推奨。,タクシー車内での地名の聞き間違い。,True,youtube_AcrugLVnrLE,https://www.youtube.com/watch?v=AcrugLVnrLE,日本語,"['東京', '地名', 'タクシー', '聞き間違い', '交通']","['タクシー車内', '都市部', '雑音あり', '車載マイク']"
