MishearID,EnvID
www_1101_com_iimatugai_archive_more060905_001,BATHTUB
www_1101_com_iimatugai_archive_more060905_001,RADIO
www_1101_com_iimatugai_archive_more060905_001,NIGHT
www_1101_com_iimatugai_archive_more060905_001,QUIET_ENVIRONMENT
www_1101_com_iimatugai_archive_more060905_002,FUTON
www_1101_com_iimatugai_archive_more060905_002,TELEVISION
www_1101_com_iimatugai_archive_more060905_002,COLD
www_1101_com_iimatugai_archive_more060905_002,FEVER
www_1101_com_iimatugai_archive_more060905_002,DROWSY_STATE
www_1101_com_iimatugai_archive_more060905_003,LIVING_ROOM
www_1101_com_iimatugai_archive_more060905_003,TELEVISION
www_1101_com_iimatugai_archive_more060905_003,WEATHER_FORECAST
www_1101_com_iimatugai_archive_more060905_004,MEMORIAL_SERVICE
www_1101_com_iimatugai_archive_more060905_004,SOLEMN_PLACE
www_1101_com_iimatugai_archive_more060905_004,LOW_VOICE
www_1101_com_iimatugai_archive_more060905_005,PHONE
www_1101_com_iimatugai_archive_more060905_005,APARTMENT
www_1101_com_iimatugai_archive_more060905_005,HOME
www_1101_com_iimatugai_archive_more060905_006,ROAD
www_1101_com_iimatugai_archive_more060905_006,HEADPHONES
www_1101_com_iimatugai_archive_more060905_006,BICYCLE
www_1101_com_iimatugai_archive_more060905_006,OUTDOOR
www_1101_com_iimatugai_archive_more060905_007,BUS
www_1101_com_iimatugai_archive_more060905_007,SEMINAR_CAMP
www_1101_com_iimatugai_archive_more060905_007,CONVERSATION
www_1101_com_iimatugai_archive_more060905_008,TRAIN
www_1101_com_iimatugai_archive_more060905_008,ANNOUNCEMENT
www_1101_com_iimatugai_archive_more060905_009,HOME
www_1101_com_iimatugai_archive_more060905_009,TELEVISION
www_1101_com_iimatugai_archive_more060905_009,NEWS
www_1101_com_iimatugai_archive_more060905_009,GETTING_READY
www_1101_com_iimatugai_archive_more060905_010,DATE
www_1101_com_iimatugai_archive_more060905_010,CONVERSATION
www_1101_com_iimatugai_archive_more060905_010,CAFE_ETC
