MishearID,EnvID
www_1101_com_m_iimatugai_1031_html_001,RADIO
www_1101_com_m_iimatugai_1031_html_001,LOW_VOLUME
www_1101_com_m_iimatugai_1031_html_001,HOME
www_1101_com_m_iimatugai_1031_html_002,TELEVISION
www_1101_com_m_iimatugai_1031_html_002,HOME
www_1101_com_m_iimatugai_1031_html_002,NEWS
www_1101_com_m_iimatugai_1031_html_003,HOME
www_1101_com_m_iimatugai_1031_html_003,CONVERSATION
www_1101_com_m_iimatugai_1031_html_004,TELEVISION
www_1101_com_m_iimatugai_1031_html_004,VARIETY_SHOW
www_1101_com_m_iimatugai_1031_html_005,TELEVISION
www_1101_com_m_iimatugai_1031_html_005,VARIETY_SHOW
www_1101_com_m_iimatugai_1031_html_006,AWARD_CEREMONY
www_1101_com_m_iimatugai_1031_html_006,CONVERSATION
www_1101_com_m_iimatugai_1031_html_007,WORKPLACE
www_1101_com_m_iimatugai_1031_html_007,CUSTOMER_SERVICE
www_1101_com_m_iimatugai_1031_html_007,CONVERSATION
www_1101_com_m_iimatugai_1031_html_008,WORKPLACE
www_1101_com_m_iimatugai_1031_html_008,WAREHOUSE
www_1101_com_m_iimatugai_1031_html_008,CONVERSATION
www_1101_com_m_iimatugai_1031_html_009,HOME
www_1101_com_m_iimatugai_1031_html_009,CHILDREN
www_1101_com_m_iimatugai_1031_html_009,CONVERSATION
www_1101_com_m_iimatugai_1031_html_010,WORKPLACE
www_1101_com_m_iimatugai_1031_html_010,CONVERSATION
