MishearID,EnvID
www_1101_com_iimatugai_archive_more080521_001,KATEI
www_1101_com_iimatugai_archive_more080521_001,TELEVISION_VIEWING
www_1101_com_iimatugai_archive_more080521_002,GAKKO
www_1101_com_iimatugai_archive_more080521_002,TALK_WITH_FRIENDS
www_1101_com_iimatugai_archive_more080521_003,RENTAL_VIDEO_STORE
www_1101_com_iimatugai_archive_more080521_003,KATEI
www_1101_com_iimatugai_archive_more080521_004,KATEI
www_1101_com_iimatugai_archive_more080521_004,TELEVISION_VIEWING
www_1101_com_iimatugai_archive_more080521_005,KATEI
www_1101_com_iimatugai_archive_more080521_005,TELEVISION_VIEWING
www_1101_com_iimatugai_archive_more080521_006,KATEI
www_1101_com_iimatugai_archive_more080521_006,RADIO
www_1101_com_iimatugai_archive_more080521_007,GAKKO
www_1101_com_iimatugai_archive_more080521_007,TALK_WITH_CLASSMATES
www_1101_com_iimatugai_archive_more080521_008,GAKKO
www_1101_com_iimatugai_archive_more080521_008,NYUGAKUSHIKI
www_1101_com_iimatugai_archive_more080521_009,KATEI
www_1101_com_iimatugai_archive_more080521_009,TALK
www_1101_com_iimatugai_archive_more080521_010,KATEI
www_1101_com_iimatugai_archive_more080521_010,TALK
