MishearID,EnvID
www1101iimatugai20100126_001,KATEI
www1101iimatugai20100126_001,TV
www1101iimatugai20100126_001,QUIET_ENVIRONMENT
www1101iimatugai20100126_002,KATEI
www1101iimatugai20100126_002,PHONE
www1101iimatugai20100126_002,NOISE_UNKNOWN
www1101iimatugai20100126_003,KAISHA
www1101iimatugai20100126_003,OFFICE
www1101iimatugai20100126_003,NOISY
www1101iimatugai20100126_004,GAKKO
www1101iimatugai20100126_004,TAIKUKAN
www1101iimatugai20100126_004,MULTIPLE_PEOPLE_NOISE
www1101iimatugai20100126_005,KATEI
www1101iimatugai20100126_005,BREAKFAST
www1101iimatugai20100126_005,TV
www1101iimatugai20100126_005,FAMILY
www1101iimatugai20100126_006,KATEI
www1101iimatugai20100126_006,TV
www1101iimatugai20100126_006,QUIET_ENVIRONMENT
www1101iimatugai20100126_007,KATEI
www1101iimatugai20100126_007,CONVERSATION
www1101iimatugai20100126_007,QUIET_ENVIRONMENT
www1101iimatugai20100126_008,KATEI
www1101iimatugai20100126_008,TV
www1101iimatugai20100126_008,FAMILY
