MishearID,TagID
coffee_break_parts_similar200412_001,ADMINISTRATION
coffee_break_parts_similar200412_001,ENVIRONMENT
coffee_break_parts_similar200412_001,SHORTHAND
coffee_break_parts_similar200412_002,ECONOMY
coffee_break_parts_similar200412_002,FINANCE
coffee_break_parts_similar200412_002,SHORTHAND
coffee_break_parts_similar200412_003a,ADMINISTRATION
coffee_break_parts_similar200412_003a,SHORTHAND
coffee_break_parts_similar200412_003b,ADMINISTRATION
coffee_break_parts_similar200412_003b,SHORTHAND
coffee_break_parts_similar200412_004,ADMINISTRATION
coffee_break_parts_similar200412_004,SHORTHAND
coffee_break_parts_similar200412_005,LAW
coffee_break_parts_similar200412_005,ADMINISTRATION
coffee_break_parts_similar200412_005,SHORTHAND
coffee_break_parts_similar200412_006,PUBLIC_FACILITY
coffee_break_parts_similar200412_006,ADMINISTRATION
coffee_break_parts_similar200412_006,SHORTHAND
coffee_break_parts_similar200412_007,PUBLIC_FACILITY
coffee_break_parts_similar200412_007,SHORTHAND
coffee_break_parts_similar200412_008,MEETING
coffee_break_parts_similar200412_008,SHORTHAND
coffee_break_parts_similar200412_009,INTERNATIONAL
coffee_break_parts_similar200412_009,LAW
coffee_break_parts_similar200412_009,SHORTHAND
coffee_break_parts_similar200412_010,AIRPORT
coffee_break_parts_similar200412_010,INFRASTRUCTURE
coffee_break_parts_similar200412_010,SHORTHAND
