MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language
girlschannel_3698171_001,今日傘いる？,今日母さんいる？,「いる」と「要る」の聞き分けに注意,小5の息子と母の会話。母は「家にいる？」と聞かれたと思い返答したが、実際は「傘がいる？」だった。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,son,mother,ja
girlschannel_3698171_002,おふくろ,フクロウ,発音の類似に注意,家族内での呼びかけ。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,,,ja
girlschannel_3698171_003,たまプラまで,鎌倉まで,地名の聞き間違いに注意,タクシーで「たまプラ（たまプラーザ）」と告げて寝てしまい、運転手が「鎌倉」に連れて行った。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,passenger,driver,ja
girlschannel_3698171_004,認識してる？,妊娠してる？,職場での発音に注意,職場で上司の発言を聞き間違えた。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,boss,employee,ja
girlschannel_3698171_005,カニューレ,兄上,専門用語の知識不足に注意,医療ドラマERを見ていて専門用語を知らずに誤認。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,,,ja
girlschannel_3698171_008,バスケ部の〇〇くん,どスケベの〇〇くん,発音の聞き分けに注意,友人同士の会話。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,friend,friend,ja
girlschannel_3698171_009,苔のむすまで,苔のムースまで,歌詞の聞き間違いに注意,君が代の歌詞。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,,,ja
girlschannel_3698171_010,アリコに電話する,兄貴に電話する,発音の聞き分けに注意,父親の発言。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,father,,ja
girlschannel_3698171_011,大事をとって入院しましょう,大腸を取って入院しましょう,医療現場での聞き間違いに注意,医師の説明。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,doctor,patient,ja
girlschannel_3698171_012,ホントは胃ガンで死ぬんじゃないの？,ホントはイイ彼氏いるんじゃないの？,会話の文脈に注意,友人同士の会話。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,friend,friend,ja
girlschannel_3698171_013,包装のバイト,放送のバイト,職業名の聞き間違いに注意,職場での自己紹介。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,employee,colleague,ja
girlschannel_3698171_014,第三者委員会,大サンシャイン会,ニュースの聞き間違いに注意,テレビのニュース。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,news_reporter,viewer,ja
girlschannel_3698171_015,詐欺にひっかかりそうになった,猿に引っ掻かれそうになった,海外話の聞き間違いに注意,上司の海外出張話。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,boss,employee,ja
girlschannel_3698171_016,ストレッチした,ひとりエッチした,発音の聞き分けに注意,職場での会話。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,employee,colleague,ja
girlschannel_3698171_017,満タンcarなんだ,おっとーこーのこ,歌詞の聞き間違いに注意,嵐の歌詞。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,,,ja
girlschannel_3698171_018,チキン・オア・ビーフ,チェケラベーベ,英語の聞き間違いに注意,飛行機内でCAの英語を聞き間違えた。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,CA,passenger,ja
girlschannel_3698171_019,若夫婦,バカ夫婦,職場の会話に注意,バイト先の先輩の話。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,senior,junior,ja
girlschannel_3698171_020,ショートケーキ,消毒液,スーパーでの会話に注意,スーパーでおじいちゃんとの会話。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,grandfather,,ja
girlschannel_3698171_021,ブレザー,ブラジャー,発音の聞き分けに注意,女子生徒と男性教師の会話。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,female_student,male_teacher,ja
girlschannel_3698171_022,ディアゴスティーニ,テリヤドスティーニ,CMソングの聞き間違いに注意,CMソングの聞き間違い。,True,girlschannel_3698171,https://girlschannel.net/topics/3698171/,,,ja
