MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
www_1101_com_iimatugai_archive_more050224_001,速い球が来た！三振！,ダライ・ラマが来た！斬新！,野球実況の早口や音の重なりに注意。,会社で高校野球を見ていた際の実況アナウンスの聞き間違い。,True,www_1101_com_iimatugai_archive_more050224,N/A,不明,楢原,日本語,"['聞き間違い', 'スポーツ', 'テレビ', '日常', 'ユーモア']","['会社', 'テレビ', '複数人', '雑音あり']"
www_1101_com_iimatugai_archive_more050224_002,日本の排他的経済水域,日本のハエタタキ,長い専門用語は区切って聞くと良い。,ニュースをぼんやり聞いていた時の聞き間違い。,True,www_1101_com_iimatugai_archive_more050224,N/A,不明,ハエは嫌いだけどクモは好き,日本語,"['聞き間違い', 'ニュース', 'テレビ', '日常', 'ユーモア']","['家庭', 'テレビ', '静かな環境']"
www_1101_com_iimatugai_archive_more050224_003,同行した中村記者,度を越している中村記者,イントネーションや前後の文脈に注意。,ニュース番組でキャスターがリポーターを紹介した際の聞き間違い。,True,www_1101_com_iimatugai_archive_more050224,N/A,キャスター,ゴラク部部長,日本語,"['聞き間違い', 'ニュース', 'テレビ', '日常', 'ユーモア']","['家庭', 'テレビ', '静かな環境']"
www_1101_com_iimatugai_archive_more050224_004,お待たせしました,魔がさしました,店員の発話は聞き取りにくいことがある。,喫茶店で店員の「お待たせしました」を「魔がさしました」と聞き間違えた。,True,www_1101_com_iimatugai_archive_more050224,N/A,店員,るーぴょん,日本語,"['聞き間違い', '店舗', '日常', 'ユーモア']","['喫茶店', '店内', '雑音あり']"
www_1101_com_iimatugai_archive_more050224_005,メンズムースだよ,水虫だよ,方言や訛りがある場合は注意。,東北生まれの母が訛りで「メンズムース」を「水虫」と聞き間違えた。,True,www_1101_com_iimatugai_archive_more050224,N/A,まぁふぃ,母,日本語,"['聞き間違い', '方言', '家族', '日常', 'ユーモア']","['家庭', '会話', '静かな環境']"
www_1101_com_iimatugai_archive_more050224_006,コーム・オン・フォーム,肛門フォーム,カタカナ語や外来語は注意深く聞く。,整髪剤のCMで「コーム・オン・フォーム」を「肛門フォーム」と聞き間違えた。,True,www_1101_com_iimatugai_archive_more050224,N/A,テレビ,不明,日本語,"['聞き間違い', '商品名', 'テレビ', '日常', 'ユーモア']","['家庭', 'テレビ', '静かな環境']"
www_1101_com_iimatugai_archive_more050224_007,東京砂漠,包丁捌き,曲名ははっきり伝える。,カラオケバーで曲名を伝えた際の聞き間違い。,True,www_1101_com_iimatugai_archive_more050224,N/A,の,バーの客,日本語,"['聞き間違い', '音楽', 'カラオケ', '日常', 'ユーモア']","['カラオケバー', '店内', '雑音あり']"
www_1101_com_iimatugai_archive_more050224_008,シーユートゥモロウ,一緒に泊まろう,英語の発音に注意。,カラオケバーでの別れ際の挨拶の聞き間違い。,True,www_1101_com_iimatugai_archive_more050224,N/A,の,バーの客,日本語,"['聞き間違い', '英語', 'カラオケ', '日常', 'ユーモア']","['カラオケバー', '店内', '雑音あり']"
www_1101_com_iimatugai_archive_more050224_009,白い恋人,ストイコビッチ,お土産名ははっきり伝える。,北海道土産の「白い恋人」を「ストイコビッチ」と聞き間違えた。,True,www_1101_com_iimatugai_archive_more050224,N/A,友人,私,日本語,"['聞き間違い', '商品名', '会話', '日常', 'ユーモア']","['家庭', '会話', '静かな環境']"
www_1101_com_iimatugai_archive_more050224_010,ニール・マッケンジー,新沼謙治,外国人名は注意深く聞く。,バイクレースの実況でレーサー名を聞き間違えた。,True,www_1101_com_iimatugai_archive_more050224,N/A,テレビ,mina,日本語,"['聞き間違い', 'スポーツ', 'テレビ', '日常', 'ユーモア']","['家庭', 'テレビ', '酒席', '雑音あり']"
