MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
www_1101_com_m_iimatugai_1334_html_001,すごい凝った柄ですね,すごいお宝ですね,「凝った柄」と「お宝」は音が似ているので注意。,バイトの男の子が客のネクタイを褒めた際、同僚が聞き間違えた。販売業の現場での会話。,True,www_1101_com_m_iimatugai_1334_html,N/A,baito,soumu,日本語,"['言い間違い', '聞き間違い', '仕事', '接客', '日常']","['店舗', '販売業', '会話']"
www_1101_com_m_iimatugai_1334_html_002,大型犬の声,緒方拳の声,「おおがたけん」と「おがたけん」は発音が似ている。,夫婦で高級住宅街を散歩中、夫の発言を妻が聞き間違えた。屋外での会話。,True,www_1101_com_m_iimatugai_1334_html,N/A,otto,tsuma,日本語,"['言い間違い', '聞き間違い', '家族', '日常']","['屋外', '散歩', '会話']"
www_1101_com_m_iimatugai_1334_html_003,のだめ（カンタービレ）,のど飴,「のだめ」と「のどあめ」は音が似ている。,娘が「のだめカンタービレ」を買ったと母に報告した際、母が「のど飴」と勘違い。家庭内の会話。,True,www_1101_com_m_iimatugai_1334_html,N/A,musume,haha,日本語,"['言い間違い', '聞き間違い', '家族', '日常']","['家庭', '会話']"
www_1101_com_m_iimatugai_1334_html_004,松江市の高校生,バツイチの高校生,「まつえし」と「バツイチ」は音が似ている。,テレビの全国ニュースでのアナウンスを視聴者が聞き間違えた。テレビ視聴中。,True,www_1101_com_m_iimatugai_1334_html,N/A,announcer,viewer,日本語,"['言い間違い', '聞き間違い', 'メディア', 'ニュース']","['テレビ', 'ニュース', '視聴']"
www_1101_com_m_iimatugai_1334_html_005,天体ショー,点対称,「てんたいしょう」と「てんたいしょう」は同音異義語。,皆既月食のニュースで「天体ショー」を「点対称」と聞き間違えた。テレビ視聴中。,True,www_1101_com_m_iimatugai_1334_html,N/A,announcer,viewer,日本語,"['言い間違い', '聞き間違い', 'メディア', 'ニュース', '天文']","['テレビ', 'ニュース', '視聴']"
www_1101_com_m_iimatugai_1334_html_006,免許書き換え,メンチカツカレー,「めんきょかきかえ」と「メンチカツカレー」は音が似ている。,母が「免許書き換え」と言ったのを娘が「メンチカツカレー」と聞き間違えた。家庭内の会話。,True,www_1101_com_m_iimatugai_1334_html,N/A,haha,musume,日本語,"['言い間違い', '聞き間違い', '家族', '日常', '食べ物']","['家庭', '会話']"
www_1101_com_m_iimatugai_1334_html_007,おりられる方,おえらい方,「おりられるかた」と「おえらいかた」は音が似ている。,地下鉄ホームのアナウンスを通勤中の乗客が聞き間違えた。朝の地下鉄ホームでの出来事。,True,www_1101_com_m_iimatugai_1334_html,N/A,announcer,yusuke,日本語,"['言い間違い', '聞き間違い', '通勤', '交通', '日常']","['地下鉄ホーム', '通勤', 'アナウンス', '騒音']"
www_1101_com_m_iimatugai_1334_html_008,リア・ディゾン,エア地蔵,「リア・ディゾン」と「エア地蔵」は音が似ている。,会社の同僚が髪型を「リア・ディゾン」を意識したと言ったのを「エア地蔵」と聞き間違えた。職場での会話。,True,www_1101_com_m_iimatugai_1334_html,N/A,coworker,toratora,日本語,"['言い間違い', '聞き間違い', '仕事', '芸能', '日常']","['会社', '職場', '会話']"
www_1101_com_m_iimatugai_1334_html_009,字だらけ,自堕落,「じだらけ」と「じだらく」は音が似ている。,成果発表会の資料で「字だらけ」と表示されたのを「自堕落」と聞き間違えた。職場でのプレゼンテーション。,True,www_1101_com_m_iimatugai_1334_html,N/A,presenter,listener,日本語,"['言い間違い', '聞き間違い', '仕事', '発表会', '日常']","['会社', '発表会', 'プレゼン']"
www_1101_com_m_iimatugai_1334_html_010,労わりの心,板割りの心,「いたわり」と「いたわり（板割り）」は音が同じ。,小3の息子が国語のプリントの「労わりの心」を「板割りの心」と読み間違えた。家庭学習中。,True,www_1101_com_m_iimatugai_1334_html,N/A,print,son,日本語,"['言い間違い', '聞き間違い', '学校', '家庭', '日常']","['家庭', '学習', '学校']"
www_1101_com_m_iimatugai_1334_html_011,ひじきが散乱してる,ひじきが産卵してる,「さんらん」と「さんらん（産卵）」は音が同じ。,昼休みにお弁当のひじきが散らばったことを「ひじきが散乱してる」と言ったら、友人が「産卵」と聞き間違えた。昼休みの会話。,True,www_1101_com_m_iimatugai_1334_html,N/A,gachapin,friend,日本語,"['言い間違い', '聞き間違い', '友人', '食べ物', '日常']","['昼休み', '友人', '会話']"
www_1101_com_m_iimatugai_1334_html_012,北条時宗,道場のキムチ,「ほうじょうときむね」と「どうじょうのきむち」は音が似ている。,歴史上の人物「北条時宗」を「道場のキムチ」と聞き間違えた。投稿者の自宅での出来事。,True,www_1101_com_m_iimatugai_1334_html,N/A,kinoko,kinoko,日本語,"['言い間違い', '聞き間違い', '歴史', '日常']","['自宅', '会話']"
