MishearID,EnvID
AcrugLVnrLE_001,TAXI_CAR
AcrugLVnrLE_001,URBAN_AREA
AcrugLVnrLE_001,NOISY
AcrugLVnrLE_001,CAR_MOUNTED_MIC
AcrugLVnrLE_002,TAXI_CAR
AcrugLVnrLE_002,URBAN_AREA
AcrugLVnrLE_002,NOISY
AcrugLVnrLE_002,CAR_MOUNTED_MIC
AcrugLVnrLE_003,TAXI_CAR
AcrugLVnrLE_003,URBAN_AREA
AcrugLVnrLE_003,NOISY
AcrugLVnrLE_003,CAR_MOUNTED_MIC
AcrugLVnrLE_004,TAXI_CAR
AcrugLVnrLE_004,URBAN_AREA
AcrugLVnrLE_004,NOISY
AcrugLVnrLE_004,CAR_MOUNTED_MIC
AcrugLVnrLE_005,TAXI_CAR
AcrugLVnrLE_005,URBAN_SUBURBS
AcrugLVnrLE_005,NOISY
AcrugLVnrLE_005,CAR_MOUNTED_MIC
AcrugLVnrLE_006,TAXI_CAR
AcrugLVnrLE_006,URBAN_AREA
AcrugLVnrLE_006,NOISY
AcrugLVnrLE_006,CAR_MOUNTED_MIC
AcrugLVnrLE_007,TAXI_CAR
AcrugLVnrLE_007,URBAN_SUBURBS
AcrugLVnrLE_007,NOISY
AcrugLVnrLE_007,CAR_MOUNTED_MIC
AcrugLVnrLE_010,TAXI_CAR
AcrugLVnrLE_010,URBAN_AREA
AcrugLVnrLE_010,NOISY
AcrugLVnrLE_010,CAR_MOUNTED_MIC
AcrugLVnrLE_011,TAXI_CAR
AcrugLVnrLE_011,URBAN_SUBURBS
AcrugLVnrLE_011,NOISY
AcrugLVnrLE_011,CAR_MOUNTED_MIC
AcrugLVnrLE_012,TAXI_CAR
AcrugLVnrLE_012,URBAN_SUBURBS
AcrugLVnrLE_012,NOISY
AcrugLVnrLE_012,CAR_MOUNTED_MIC
AcrugLVnrLE_013,TAXI_CAR
AcrugLVnrLE_013,URBAN_AREA
AcrugLVnrLE_013,NOISY
AcrugLVnrLE_013,CAR_MOUNTED_MIC
AcrugLVnrLE_014,TAXI_CAR
AcrugLVnrLE_014,URBAN_AREA
AcrugLVnrLE_014,NOISY
AcrugLVnrLE_014,CAR_MOUNTED_MIC
AcrugLVnrLE_015,TAXI_CAR
AcrugLVnrLE_015,URBAN_SUBURBS
AcrugLVnrLE_015,NOISY
AcrugLVnrLE_015,CAR_MOUNTED_MIC
AcrugLVnrLE_016,TAXI_CAR
AcrugLVnrLE_016,URBAN_AREA
AcrugLVnrLE_016,NOISY
AcrugLVnrLE_016,CAR_MOUNTED_MIC
AcrugLVnrLE_017,TAXI_CAR
AcrugLVnrLE_017,URBAN_AREA
AcrugLVnrLE_017,NOISY
AcrugLVnrLE_017,CAR_MOUNTED_MIC
AcrugLVnrLE_020,TAXI_CAR
AcrugLVnrLE_020,URBAN_AREA
AcrugLVnrLE_020,NOISY
AcrugLVnrLE_020,CAR_MOUNTED_MIC
AcrugLVnrLE_021,TAXI_CAR
AcrugLVnrLE_021,URBAN_AREA
AcrugLVnrLE_021,NOISY
AcrugLVnrLE_021,CAR_MOUNTED_MIC
AcrugLVnrLE_022,TAXI_CAR
AcrugLVnrLE_022,URBAN_SUBURBS
AcrugLVnrLE_022,NOISY
AcrugLVnrLE_022,CAR_MOUNTED_MIC
AcrugLVnrLE_023,TAXI_CAR
AcrugLVnrLE_023,URBAN_AREA
AcrugLVnrLE_023,NOISY
AcrugLVnrLE_023,CAR_MOUNTED_MIC
AcrugLVnrLE_024,TAXI_CAR
AcrugLVnrLE_024,URBAN_AREA
AcrugLVnrLE_024,NOISY
AcrugLVnrLE_024,CAR_MOUNTED_MIC
AcrugLVnrLE_025,TAXI_CAR
AcrugLVnrLE_025,URBAN_AREA
AcrugLVnrLE_025,NOISY
AcrugLVnrLE_025,CAR_MOUNTED_MIC
