MishearID,EnvID
oshiete_2625074_001,TAXI
oshiete_2625074_001,VERBAL_COMMUNICATION
oshiete_2625074_002,TAXI
oshiete_2625074_002,VERBAL_COMMUNICATION
oshiete_2625074_003,TAXI
oshiete_2625074_003,VERBAL_COMMUNICATION
oshiete_2625074_004,TAXI
oshiete_2625074_004,VERBAL_COMMUNICATION
oshiete_2625074_005,TAXI
oshiete_2625074_005,VERBAL_COMMUNICATION
oshiete_2625074_006,TAXI
oshiete_2625074_006,VERBAL_COMMUNICATION
oshiete_2625074_007,STATION_TICKET_COUNTER
oshiete_2625074_007,VERBAL_COMMUNICATION
oshiete_2625074_008,STATION_TICKET_COUNTER
oshiete_2625074_008,VERBAL_COMMUNICATION
oshiete_2625074_009,CONVERSATION_WITH_FRIEND
oshiete_2625074_009,MEETING_POINT
oshiete_2625074_010,VERBAL_COMMUNICATION
oshiete_2625074_011,VERBAL_COMMUNICATION
oshiete_2625074_012,VERBAL_COMMUNICATION
oshiete_2625074_013,VERBAL_COMMUNICATION
oshiete_2625074_014,VERBAL_COMMUNICATION
oshiete_2625074_015,VERBAL_COMMUNICATION
oshiete_2625074_016,VERBAL_COMMUNICATION
oshiete_2625074_017,VERBAL_COMMUNICATION
oshiete_2625074_018,VERBAL_COMMUNICATION
oshiete_2625074_019,VERBAL_COMMUNICATION
oshiete_2625074_020,VERBAL_COMMUNICATION
oshiete_2625074_021,VERBAL_COMMUNICATION
oshiete_2625074_022,VERBAL_COMMUNICATION
oshiete_2625074_023,VERBAL_COMMUNICATION
oshiete_2625074_024,VERBAL_COMMUNICATION
oshiete_2625074_025,VERBAL_COMMUNICATION
oshiete_2625074_026,VERBAL_COMMUNICATION
oshiete_2625074_027,VERBAL_COMMUNICATION
oshiete_2625074_028,VERBAL_COMMUNICATION
oshiete_2625074_029,VERBAL_COMMUNICATION
oshiete_2625074_030,VERBAL_COMMUNICATION
oshiete_2625074_031,VERBAL_COMMUNICATION
oshiete_2625074_032,VERBAL_COMMUNICATION
oshiete_2625074_033,VERBAL_COMMUNICATION
oshiete_2625074_034,VERBAL_COMMUNICATION
oshiete_2625074_035,VERBAL_COMMUNICATION
oshiete_2625074_036,VERBAL_COMMUNICATION
oshiete_2625074_037,VERBAL_COMMUNICATION
oshiete_2625074_038,VERBAL_COMMUNICATION
oshiete_2625074_039,VERBAL_COMMUNICATION
oshiete_2625074_040,VERBAL_COMMUNICATION
oshiete_2625074_041,VERBAL_COMMUNICATION
oshiete_2625074_042,VERBAL_COMMUNICATION
oshiete_2625074_043,VERBAL_COMMUNICATION
oshiete_2625074_044,VERBAL_COMMUNICATION
oshiete_2625074_045,VERBAL_COMMUNICATION
oshiete_2625074_046,VERBAL_COMMUNICATION
oshiete_2625074_047,VERBAL_COMMUNICATION
oshiete_2625074_048,VERBAL_COMMUNICATION
oshiete_2625074_049,VERBAL_COMMUNICATION
oshiete_2625074_050,VERBAL_COMMUNICATION
oshiete_2625074_051,VERBAL_COMMUNICATION
oshiete_2625074_052,VERBAL_COMMUNICATION
oshiete_2625074_053,VERBAL_COMMUNICATION
oshiete_2625074_054,VERBAL_COMMUNICATION
