MishearID,EnvID
komachi_212663_001,PHONE
komachi_212663_001,STORE
komachi_212663_001,FACE_TO_FACE_CONVERSATION
komachi_212663_002,STORE
komachi_212663_002,DOCUMENT_FILLING
komachi_212663_003,STORE
komachi_212663_005,PHONE
komachi_212663_006,PHONE
komachi_212663_007,PHONE
komachi_212663_008,PHONE
komachi_212663_009,PHONE
komachi_212663_010,PHONE
komachi_212663_011,STORE
komachi_212663_011,DOCUMENT_FILLING
komachi_212663_012,STORE
komachi_212663_013,PHONE
komachi_212663_014,STORE
komachi_212663_014,DOCUMENT_FILLING
komachi_212663_015,PHONE
