MishearID,EnvID
ameblo_asa0473718718_001,TAXI_CAR
ameblo_asa0473718718_001,URBAN_AREA
ameblo_asa0473718718_001,NIGHT
ameblo_asa0473718718_001,DRUNK_PASSENGER
ameblo_asa0473718718_001,GEOGRAPHIC_KNOWLEDGE_GAP
ameblo_asa0473718718_002,TAXI_CAR
ameblo_asa0473718718_002,URBAN_AREA
ameblo_asa0473718718_002,NIGHT
ameblo_asa0473718718_002,DRUNK_PASSENGER
ameblo_asa0473718718_002,GEOGRAPHIC_KNOWLEDGE_GAP
ameblo_asa0473718718_003,TAXI_CAR
ameblo_asa0473718718_003,URBAN_AREA
ameblo_asa0473718718_003,NIGHT
ameblo_asa0473718718_003,DRUNK_PASSENGER
ameblo_asa0473718718_003,GEOGRAPHIC_KNOWLEDGE_GAP
ameblo_asa0473718718_004,TAXI_CAR
ameblo_asa0473718718_004,URBAN_AREA
ameblo_asa0473718718_004,NIGHT
ameblo_asa0473718718_004,DRUNK_PASSENGER
ameblo_asa0473718718_004,GEOGRAPHIC_KNOWLEDGE_GAP
