MishearID,EnvID
tli1956_71935e06fefc0eff_001,TAIWAN
tli1956_71935e06fefc0eff_001,TAXI_CAR
tli1956_71935e06fefc0eff_001,PHONE
tli1956_71935e06fefc0eff_001,NOISE_PRESENT
tli1956_71935e06fefc0eff_001,NON_NATIVE_SPEAKER
tli1956_71935e06fefc0eff_002,TAIWAN
tli1956_71935e06fefc0eff_002,TAXI_CAR
tli1956_71935e06fefc0eff_002,PHONE
tli1956_71935e06fefc0eff_002,NOISE_PRESENT
tli1956_71935e06fefc0eff_002,NON_NATIVE_SPEAKER
tli1956_71935e06fefc0eff_003,TAIWAN
tli1956_71935e06fefc0eff_003,TAXI_CAR
tli1956_71935e06fefc0eff_003,PHONE
tli1956_71935e06fefc0eff_003,NOISE_PRESENT
tli1956_71935e06fefc0eff_003,NON_NATIVE_SPEAKER
tli1956_71935e06fefc0eff_004,TAIWAN
tli1956_71935e06fefc0eff_004,TAXI_CAR
tli1956_71935e06fefc0eff_004,PHONE
tli1956_71935e06fefc0eff_004,NOISE_PRESENT
tli1956_71935e06fefc0eff_004,NON_NATIVE_SPEAKER
