MishearID,EnvID
tenshokudou_11188_001,TAXI_CAR
tenshokudou_11188_001,URBAN_SUBURBAN
tenshokudou_11188_001,NOISE
tenshokudou_11188_002,TAXI_CAR
tenshokudou_11188_002,URBAN_SUBURBAN
tenshokudou_11188_002,NOISE
tenshokudou_11188_003,TAXI_CAR
tenshokudou_11188_003,URBAN_SUBURBAN
tenshokudou_11188_003,NOISE
tenshokudou_11188_004,TAXI_CAR
tenshokudou_11188_004,URBAN_SUBURBAN
tenshokudou_11188_004,NOISE
tenshokudou_11188_005,TAXI_CAR
tenshokudou_11188_005,URBAN_SUBURBAN
tenshokudou_11188_005,NOISE
tenshokudou_11188_006,TAXI_CAR
tenshokudou_11188_006,URBAN_SUBURBAN
tenshokudou_11188_006,NOISE
tenshokudou_11188_007,TAXI_CAR
tenshokudou_11188_007,URBAN_SUBURBAN
tenshokudou_11188_007,NOISE
tenshokudou_11188_008,TAXI_CAR
tenshokudou_11188_008,URBAN_SUBURBAN
tenshokudou_11188_008,NOISE
tenshokudou_11188_009,TAXI_CAR
tenshokudou_11188_009,URBAN_SUBURBAN
tenshokudou_11188_009,NOISE
tenshokudou_11188_010,TAXI_CAR
tenshokudou_11188_010,URBAN_SUBURBAN
tenshokudou_11188_010,NOISE
tenshokudou_11188_011,TAXI_CAR
tenshokudou_11188_011,URBAN_SUBURBAN
tenshokudou_11188_011,NOISE
tenshokudou_11188_012,TAXI_CAR
tenshokudou_11188_012,URBAN_SUBURBAN
tenshokudou_11188_012,NOISE
tenshokudou_11188_013,TAXI_CAR
tenshokudou_11188_013,URBAN_SUBURBAN
tenshokudou_11188_013,NOISE
tenshokudou_11188_014,TAXI_CAR
tenshokudou_11188_014,URBAN_SUBURBAN
tenshokudou_11188_014,NOISE
tenshokudou_11188_015,TAXI_CAR
tenshokudou_11188_015,URBAN_SUBURBAN
tenshokudou_11188_015,NOISE
tenshokudou_11188_016,TAXI_CAR
tenshokudou_11188_016,URBAN_SUBURBAN
tenshokudou_11188_016,NOISE
tenshokudou_11188_017,TAXI_CAR
tenshokudou_11188_017,URBAN_SUBURBAN
tenshokudou_11188_017,NOISE
tenshokudou_11188_018,TAXI_CAR
tenshokudou_11188_018,URBAN_SUBURBAN
tenshokudou_11188_018,NOISE
tenshokudou_11188_019,TAXI_CAR
tenshokudou_11188_019,URBAN_SUBURBAN
tenshokudou_11188_019,NOISE
tenshokudou_11188_020,TAXI_CAR
tenshokudou_11188_020,URBAN_SUBURBAN
tenshokudou_11188_020,NOISE
