MishearID,EnvID
nikkan_spa_1687418_001,TAXI_CAR
nikkan_spa_1687418_001,URBAN_AREA
nikkan_spa_1687418_001,DRIVING
nikkan_spa_1687418_001,VERBAL_COMMUNICATION
nikkan_spa_1687418_002,TAXI_CAR
nikkan_spa_1687418_002,URBAN_AREA
nikkan_spa_1687418_002,DRIVING
nikkan_spa_1687418_002,VERBAL_COMMUNICATION
nikkan_spa_1687418_003,TAXI_CAR
nikkan_spa_1687418_003,URBAN_AREA
nikkan_spa_1687418_003,DRIVING
nikkan_spa_1687418_003,VERBAL_COMMUNICATION
nikkan_spa_1687418_004,TAXI_CAR
nikkan_spa_1687418_004,URBAN_AREA
nikkan_spa_1687418_004,DRIVING
nikkan_spa_1687418_004,VERBAL_COMMUNICATION
nikkan_spa_1687418_005,TAXI_CAR
nikkan_spa_1687418_005,URBAN_AREA
nikkan_spa_1687418_005,DRIVING
nikkan_spa_1687418_005,VERBAL_COMMUNICATION
nikkan_spa_1687418_006,TAXI_CAR
nikkan_spa_1687418_006,URBAN_AREA
nikkan_spa_1687418_006,DRIVING
nikkan_spa_1687418_006,VERBAL_COMMUNICATION
nikkan_spa_1687418_007,TAXI_CAR
nikkan_spa_1687418_007,URBAN_AREA
nikkan_spa_1687418_007,DRIVING
nikkan_spa_1687418_007,VERBAL_COMMUNICATION
