MishearID,TagID
nikkan_spa_1687418_001,TAXI
nikkan_spa_1687418_001,MISHEARING
nikkan_spa_1687418_001,GEONAME
nikkan_spa_1687418_001,TOKYO
nikkan_spa_1687418_001,TRANSPORTATION
nikkan_spa_1687418_001,COMMUNICATION
nikkan_spa_1687418_002,TAXI
nikkan_spa_1687418_002,MISHEARING
nikkan_spa_1687418_002,GEONAME
nikkan_spa_1687418_002,TOKYO
nikkan_spa_1687418_002,TRANSPORTATION
nikkan_spa_1687418_002,COMMUNICATION
nikkan_spa_1687418_003,TAXI
nikkan_spa_1687418_003,MISHEARING
nikkan_spa_1687418_003,GEONAME
nikkan_spa_1687418_003,TOKYO
nikkan_spa_1687418_003,TRANSPORTATION
nikkan_spa_1687418_003,COMMUNICATION
nikkan_spa_1687418_004,TAXI
nikkan_spa_1687418_004,MISHEARING
nikkan_spa_1687418_004,GEONAME
nikkan_spa_1687418_004,TOKYO
nikkan_spa_1687418_004,TRANSPORTATION
nikkan_spa_1687418_004,COMMUNICATION
nikkan_spa_1687418_005,TAXI
nikkan_spa_1687418_005,MISHEARING
nikkan_spa_1687418_005,GEONAME
nikkan_spa_1687418_005,TOKYO
nikkan_spa_1687418_005,TRANSPORTATION
nikkan_spa_1687418_005,COMMUNICATION
nikkan_spa_1687418_006,TAXI
nikkan_spa_1687418_006,MISHEARING
nikkan_spa_1687418_006,GEONAME
nikkan_spa_1687418_006,TOKYO
nikkan_spa_1687418_006,TRANSPORTATION
nikkan_spa_1687418_006,COMMUNICATION
nikkan_spa_1687418_007,TAXI
nikkan_spa_1687418_007,MISHEARING
nikkan_spa_1687418_007,STORE_NAME
nikkan_spa_1687418_007,TOKYO
nikkan_spa_1687418_007,TRANSPORTATION
nikkan_spa_1687418_007,COMMUNICATION
