MishearID,TagID
ameblo_bbtmba_10852900207_001,KIKIMACHIGAI
ameblo_bbtmba_10852900207_001,DENWA
ameblo_bbtmba_10852900207_001,COMMUNICATION
ameblo_bbtmba_10852900207_001,FUKUSHO
ameblo_bbtmba_10852900207_001,HUMAN_ERROR
ameblo_bbtmba_10852900207_001,NIHONGO
ameblo_bbtmba_10852900207_002,KIKIMACHIGAI
ameblo_bbtmba_10852900207_002,IRYO
ameblo_bbtmba_10852900207_002,COMMUNICATION
ameblo_bbtmba_10852900207_002,FUKUSHO
ameblo_bbtmba_10852900207_002,HUMAN_ERROR
ameblo_bbtmba_10852900207_002,IINKAE_FUKUSHO
ameblo_bbtmba_10852900207_002,NIHONGO
