MishearID,TagID
rarejob_20200826_001,ENGLISH_LEARNING
rarejob_20200826_001,LISTENING
rarejob_20200826_001,MISHEARING
rarejob_20200826_001,PRONUNCIATION
rarejob_20200826_001,PHONETIC_CHANGE
rarejob_20200826_001,KATAKANA_ENGLISH
rarejob_20200826_001,ENGLISH_CONVERSATION
rarejob_20200826_001,NON_NATIVE_SPEAKER
rarejob_20200826_002,ENGLISH_LEARNING
rarejob_20200826_002,LISTENING
rarejob_20200826_002,MISHEARING
rarejob_20200826_002,PRONUNCIATION
rarejob_20200826_002,PHONETIC_CHANGE
rarejob_20200826_002,KATAKANA_ENGLISH
rarejob_20200826_002,ENGLISH_CONVERSATION
rarejob_20200826_002,NON_NATIVE_SPEAKER
rarejob_20200826_003,ENGLISH_LEARNING
rarejob_20200826_003,LISTENING
rarejob_20200826_003,MISHEARING
rarejob_20200826_003,PRONUNCIATION
rarejob_20200826_003,PHONETIC_CHANGE
rarejob_20200826_003,KATAKANA_ENGLISH
rarejob_20200826_003,ENGLISH_CONVERSATION
rarejob_20200826_003,NON_NATIVE_SPEAKER
rarejob_20200826_004,ENGLISH_LEARNING
rarejob_20200826_004,LISTENING
rarejob_20200826_004,MISHEARING
rarejob_20200826_004,PRONUNCIATION
rarejob_20200826_004,PHONETIC_CHANGE
rarejob_20200826_004,KATAKANA_ENGLISH
rarejob_20200826_004,ENGLISH_CONVERSATION
rarejob_20200826_004,NON_NATIVE_SPEAKER
rarejob_20200826_005,ENGLISH_LEARNING
rarejob_20200826_005,LISTENING
rarejob_20200826_005,MISHEARING
rarejob_20200826_005,PRONUNCIATION
rarejob_20200826_005,PHONETIC_CHANGE
rarejob_20200826_005,KATAKANA_ENGLISH
rarejob_20200826_005,ENGLISH_CONVERSATION
rarejob_20200826_005,NON_NATIVE_SPEAKER
rarejob_20200826_006,ENGLISH_LEARNING
rarejob_20200826_006,LISTENING
rarejob_20200826_006,MISHEARING
rarejob_20200826_006,PRONUNCIATION
rarejob_20200826_006,PHONETIC_CHANGE
rarejob_20200826_006,KATAKANA_ENGLISH
rarejob_20200826_006,ENGLISH_CONVERSATION
rarejob_20200826_006,NON_NATIVE_SPEAKER
