MishearID,TagID
jimu_cho_hospitality_202303_001,MEDICAL
jimu_cho_hospitality_202303_001,COMMUNICATION
jimu_cho_hospitality_202303_001,MISHEARING
jimu_cho_hospitality_202303_001,MEDICAL_ACCIDENT
jimu_cho_hospitality_202303_001,DRUG_NAME
jimu_cho_hospitality_202303_001,SAFETY_MANAGEMENT
jimu_cho_hospitality_202303_001,MEDICAL_SITE
jimu_cho_hospitality_202303_002,MEDICAL
jimu_cho_hospitality_202303_002,COMMUNICATION
jimu_cho_hospitality_202303_002,MISHEARING
jimu_cho_hospitality_202303_002,MEDICAL_ACCIDENT
jimu_cho_hospitality_202303_002,UNIT
jimu_cho_hospitality_202303_002,SAFETY_MANAGEMENT
jimu_cho_hospitality_202303_002,MEDICAL_SITE
