MishearID,TagID
tfm_skyrocket_20200915_001,MISHEARING
tfm_skyrocket_20200915_001,PUBLIC_FACILITY
tfm_skyrocket_20200915_001,INDUSTRY_ARULE
tfm_skyrocket_20200915_001,COMMUNICATION
tfm_skyrocket_20200915_001,RADIO
tfm_skyrocket_20200915_001,TAXI
tfm_skyrocket_20200915_002,MISHEARING
tfm_skyrocket_20200915_002,PUBLIC_FACILITY
tfm_skyrocket_20200915_002,INDUSTRY_ARULE
tfm_skyrocket_20200915_002,COMMUNICATION
tfm_skyrocket_20200915_002,RADIO
tfm_skyrocket_20200915_002,TAXI
tfm_skyrocket_20200915_003,MISHEARING
tfm_skyrocket_20200915_003,PUBLIC_FACILITY
tfm_skyrocket_20200915_003,INDUSTRY_ARULE
tfm_skyrocket_20200915_003,COMMUNICATION
tfm_skyrocket_20200915_003,RADIO
tfm_skyrocket_20200915_003,TAXI
tfm_skyrocket_20200915_006,MISHEARING
tfm_skyrocket_20200915_006,MEDICAL
tfm_skyrocket_20200915_006,DRUG_NAME
tfm_skyrocket_20200915_006,PHONE_SUPPORT
tfm_skyrocket_20200915_006,INDUSTRY_ARULE
tfm_skyrocket_20200915_006,COMMUNICATION
tfm_skyrocket_20200915_006,RADIO
tfm_skyrocket_20200915_007,MISHEARING
tfm_skyrocket_20200915_007,MEDICAL
tfm_skyrocket_20200915_007,DRUG_NAME
tfm_skyrocket_20200915_007,PHONE_SUPPORT
tfm_skyrocket_20200915_007,INDUSTRY_ARULE
tfm_skyrocket_20200915_007,COMMUNICATION
tfm_skyrocket_20200915_007,RADIO
