MishearID,EnvID
callcenter_supportknowhow_001,PHONE
callcenter_supportknowhow_001,CALL_CENTER
callcenter_supportknowhow_001,OFFICE
callcenter_supportknowhow_001,HEADSET_MIC
callcenter_supportknowhow_002,PHONE
callcenter_supportknowhow_002,CALL_CENTER
callcenter_supportknowhow_002,OFFICE
callcenter_supportknowhow_002,HEADSET_MIC
callcenter_supportknowhow_003,PHONE
callcenter_supportknowhow_003,CALL_CENTER
callcenter_supportknowhow_003,OFFICE
callcenter_supportknowhow_003,HEADSET_MIC
callcenter_supportknowhow_004,PHONE
callcenter_supportknowhow_004,CALL_CENTER
callcenter_supportknowhow_004,OFFICE
callcenter_supportknowhow_004,HEADSET_MIC
callcenter_supportknowhow_005,PHONE
callcenter_supportknowhow_005,CALL_CENTER
callcenter_supportknowhow_005,OFFICE
callcenter_supportknowhow_005,HEADSET_MIC
callcenter_supportknowhow_006,PHONE
callcenter_supportknowhow_006,CALL_CENTER
callcenter_supportknowhow_006,OFFICE
callcenter_supportknowhow_006,HEADSET_MIC
callcenter_supportknowhow_007,PHONE
callcenter_supportknowhow_007,CALL_CENTER
callcenter_supportknowhow_007,OFFICE
callcenter_supportknowhow_007,HEADSET_MIC
callcenter_supportknowhow_008,PHONE
callcenter_supportknowhow_008,CALL_CENTER
callcenter_supportknowhow_008,OFFICE
callcenter_supportknowhow_008,HEADSET_MIC
callcenter_supportknowhow_009,PHONE
callcenter_supportknowhow_009,CALL_CENTER
callcenter_supportknowhow_009,OFFICE
callcenter_supportknowhow_009,HEADSET_MIC
callcenter_supportknowhow_010,PHONE
callcenter_supportknowhow_010,CALL_CENTER
callcenter_supportknowhow_010,OFFICE
callcenter_supportknowhow_010,HEADSET_MIC
callcenter_supportknowhow_011,PHONE
callcenter_supportknowhow_011,CALL_CENTER
callcenter_supportknowhow_011,OFFICE
callcenter_supportknowhow_011,HEADSET_MIC
callcenter_supportknowhow_012,PHONE
callcenter_supportknowhow_012,CALL_CENTER
callcenter_supportknowhow_012,OFFICE
callcenter_supportknowhow_012,HEADSET_MIC
callcenter_supportknowhow_013,PHONE
callcenter_supportknowhow_013,CALL_CENTER
callcenter_supportknowhow_013,OFFICE
callcenter_supportknowhow_013,HEADSET_MIC
callcenter_supportknowhow_014,PHONE
callcenter_supportknowhow_014,CALL_CENTER
callcenter_supportknowhow_014,OFFICE
callcenter_supportknowhow_014,HEADSET_MIC
callcenter_supportknowhow_015,PHONE
callcenter_supportknowhow_015,CALL_CENTER
callcenter_supportknowhow_015,OFFICE
callcenter_supportknowhow_015,HEADSET_MIC
callcenter_supportknowhow_016,PHONE
callcenter_supportknowhow_016,CALL_CENTER
callcenter_supportknowhow_016,OFFICE
callcenter_supportknowhow_016,HEADSET_MIC
