MishearID,EnvID
okwave_q9386432_001,STORE
okwave_q9386432_001,CASH_REGISTER
okwave_q9386432_001,CUSTOMER_SERVICE_COUNTER
okwave_q9386432_002,STORE
okwave_q9386432_002,CASH_REGISTER
okwave_q9386432_002,CUSTOMER_SERVICE_COUNTER
okwave_q9386432_003,STORE
okwave_q9386432_003,CASH_REGISTER
okwave_q9386432_003,CUSTOMER_SERVICE_COUNTER
okwave_q9386432_004,STORE
okwave_q9386432_004,CASH_REGISTER
okwave_q9386432_004,CUSTOMER_SERVICE_COUNTER
okwave_q9386432_005,STORE
okwave_q9386432_005,CASH_REGISTER
okwave_q9386432_005,CUSTOMER_SERVICE_COUNTER
