MishearID,TagID
therapistplus_4844_001,BUSINESS_MANNER
therapistplus_4844_001,PHONE_CORRESPONDENCE
therapistplus_4844_001,MEDICAL
therapistplus_4844_001,NURSING_CARE
therapistplus_4844_001,REHABILITATION
therapistplus_4844_001,WORKPLACE_COMMUNICATION
therapistplus_4844_001,MISHEARING
therapistplus_4844_002,BUSINESS_MANNER
therapistplus_4844_002,PHONE_CORRESPONDENCE
therapistplus_4844_002,MEDICAL
therapistplus_4844_002,NURSING_CARE
therapistplus_4844_002,REHABILITATION
therapistplus_4844_002,WORKPLACE_COMMUNICATION
therapistplus_4844_002,MISHEARING
