MishearID,TagID
generalfood_askingseat_001,FOOD_SERVICE
generalfood_askingseat_001,CUSTOMER_SERVICE
generalfood_askingseat_001,MISHEARING
generalfood_askingseat_001,JAPANESE_LANGUAGE
generalfood_askingseat_001,HOMOPHONES
generalfood_askingseat_001,SERVICE_INDUSTRY
generalfood_askingseat_002,FOOD_SERVICE
generalfood_askingseat_002,CUSTOMER_SERVICE
generalfood_askingseat_002,MISHEARING
generalfood_askingseat_002,JAPANESE_LANGUAGE
generalfood_askingseat_002,HOMOPHONES
generalfood_askingseat_002,SERVICE_INDUSTRY
