MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language
www_1101_com_iimatugai_2010-11-17_html_001,オリーブの輸出入,オリーブの義経,「輸出入」と「義経」は音が似ているので注意。,フランスでの話。知人の話題で「オリーブの輸出入」を「オリーブの義経」と聞き間違えた。,True,www_1101_com_iimatugai_2010-11-17_html,,不明,投稿者,ja
www_1101_com_iimatugai_2010-11-17_html_002,ジャンバースカートかわいいですね,若干、スカートかわいいですね,「ジャンバー」と「若干」は聞き間違えやすい。,職場で若い女性が年上女性に言った言葉を、周囲の人が聞き間違えた。,True,www_1101_com_iimatugai_2010-11-17_html,,若い女性,周囲の人,ja
www_1101_com_iimatugai_2010-11-17_html_003,高尾行き（たかおいき）,カカオ行き,駅名「高尾」と「カカオ」は音が似ている。,中央線の車内アナウンスを「カカオ行き」と聞き間違えた。チョコレートの香りを想像した。,True,www_1101_com_iimatugai_2010-11-17_html,,車内アナウンス,乗客,ja
www_1101_com_iimatugai_2010-11-17_html_004,目、大丈夫？,メンズ対決？,「目」と「メンズ」は語頭が同じで紛らわしい。,友人の目が赤かったので「目、大丈夫？」と聞いたら「メンズ対決？」と聞き返された。,True,www_1101_com_iimatugai_2010-11-17_html,,投稿者,友人,ja
www_1101_com_iimatugai_2010-11-17_html_005,予定がいっぱいだなぁ,ヨダレがいっぱい？,「予定」と「ヨダレ」は音が似ている。,パソコンに予定を書き込みながらつぶやいた言葉を、向かいの同僚が聞き間違えた。,True,www_1101_com_iimatugai_2010-11-17_html,,投稿者,同僚,ja
www_1101_com_iimatugai_2010-11-17_html_006,綾戸智絵さん,はやとちりさん,名前の聞き間違いはよくある。,『笑っていいとも！』で「綾戸智絵さん」を「はやとちりさん」と聞き間違えた。,True,www_1101_com_iimatugai_2010-11-17_html,,TV司会者,視聴者,ja
www_1101_com_iimatugai_2010-11-17_html_007,国道旧19号線,国道99号線,「きゅうじゅうきゅう」と「きゅうじゅうきゅう」は紛らわしい。,名古屋で「国道旧19号線」を「国道99号線」と聞き間違え、地図で探してしまった。,True,www_1101_com_iimatugai_2010-11-17_html,,地元の人,投稿者,ja
www_1101_com_iimatugai_2010-11-17_html_008,差別や迫害などで,キャベツや白菜などで,ニュースの聞き流しは要注意。,朝のテレビニュースで「差別や迫害などで」を「キャベツや白菜などで」と聞き間違えた。,True,www_1101_com_iimatugai_2010-11-17_html,,ニュースアナ,視聴者,ja
www_1101_com_iimatugai_2010-11-17_html_009,目肥えてるよね,屁こいてるよね,「目肥えてる」と「屁こいてる」は音が似ている。,カナダのフィギュアスケート中継を見ていた時、妹の発言を聞き間違えた。,True,www_1101_com_iimatugai_2010-11-17_html,,妹,投稿者,ja
www_1101_com_iimatugai_2010-11-17_html_010,で、どうしましょうか,デートしましょうか,「で」と「デート」は聞き間違えやすい。,会話の流れで「で、どうしましょうか」を「デートしましょうか」と聞き間違えた。,True,www_1101_com_iimatugai_2010-11-17_html,,投稿者,投稿者,ja
