MishearID,TagID
calltips_listening_001,PHONE_SUPPORT
calltips_listening_001,CALL_CENTER
calltips_listening_001,MISHEARING
calltips_listening_001,HIRAGANA
calltips_listening_002,PHONE_SUPPORT
calltips_listening_002,CALL_CENTER
calltips_listening_002,MISHEARING
calltips_listening_002,HIRAGANA
calltips_listening_003,PHONE_SUPPORT
calltips_listening_003,CALL_CENTER
calltips_listening_003,MISHEARING
calltips_listening_003,NUMBER
calltips_listening_004,PHONE_SUPPORT
calltips_listening_004,CALL_CENTER
calltips_listening_004,MISHEARING
calltips_listening_004,NUMBER
calltips_listening_005,PHONE_SUPPORT
calltips_listening_005,CALL_CENTER
calltips_listening_005,MISHEARING
calltips_listening_005,ALPHABET
calltips_listening_006,PHONE_SUPPORT
calltips_listening_006,CALL_CENTER
calltips_listening_006,MISHEARING
calltips_listening_006,ALPHABET
calltips_listening_007,PHONE_SUPPORT
calltips_listening_007,CALL_CENTER
calltips_listening_007,MISHEARING
calltips_listening_007,ALPHABET
