MishearID,TagID
girlsch_1857296_001,KIKIMACHIGAI
girlsch_1857296_001,DAILY_LIFE
girlsch_1857296_001,COMMUNICATION
girlsch_1857296_002,KIKIMACHIGAI
girlsch_1857296_002,RESTAURANT
girlsch_1857296_002,CUSTOMER_SERVICE
girlsch_1857296_003,KIKIMACHIGAI
girlsch_1857296_003,STORE
girlsch_1857296_003,CUSTOMER_SERVICE
girlsch_1857296_004,KIKIMACHIGAI
girlsch_1857296_004,WORK
girlsch_1857296_005,KIKIMACHIGAI
girlsch_1857296_005,DAILY_LIFE
girlsch_1857296_006,KIKIMACHIGAI
girlsch_1857296_006,WORK
girlsch_1857296_007,KIKIMACHIGAI
girlsch_1857296_007,HOME
