MishearID,TagID
tempstaff_pdf03_001,DENWA_OUTAI
tempstaff_pdf03_001,BUSINESS_MANNER
tempstaff_pdf03_001,KIKIMACHI
tempstaff_pdf03_001,HUMAN_ERROR
tempstaff_pdf03_001,ALPHABET
tempstaff_pdf03_002,DENWA_OUTAI
tempstaff_pdf03_002,BUSINESS_MANNER
tempstaff_pdf03_002,KIKIMACHI
tempstaff_pdf03_002,HUMAN_ERROR
tempstaff_pdf03_002,ALPHABET
tempstaff_pdf03_003,DENWA_OUTAI
tempstaff_pdf03_003,BUSINESS_MANNER
tempstaff_pdf03_003,KIKIMACHI
tempstaff_pdf03_003,HUMAN_ERROR
tempstaff_pdf03_003,SUUJI
tempstaff_pdf03_004,DENWA_OUTAI
tempstaff_pdf03_004,BUSINESS_MANNER
tempstaff_pdf03_004,KIKIMACHI
tempstaff_pdf03_004,HUMAN_ERROR
tempstaff_pdf03_004,ALPHABET
