MishearID,TagID
ntvnews_363127_001,MISHEARING
ntvnews_363127_001,KOKUGO_JITEN
ntvnews_363127_001,KOREISHA
ntvnews_363127_001,NANCHOU
ntvnews_363127_001,COMMUNICATION
ntvnews_363127_001,JAPANESE_LANGUAGE
ntvnews_363127_001,AI
ntvnews_363127_001,BARRIER_FREE
ntvnews_363127_002,MISHEARING
ntvnews_363127_002,KOKUGO_JITEN
ntvnews_363127_002,KOREISHA
ntvnews_363127_002,NANCHOU
ntvnews_363127_002,COMMUNICATION
ntvnews_363127_002,JAPANESE_LANGUAGE
ntvnews_363127_002,AI
ntvnews_363127_002,BARRIER_FREE
ntvnews_363127_003,MISHEARING
ntvnews_363127_003,KOKUGO_JITEN
ntvnews_363127_003,KOREISHA
ntvnews_363127_003,NANCHOU
ntvnews_363127_003,COMMUNICATION
ntvnews_363127_003,JAPANESE_LANGUAGE
ntvnews_363127_003,AI
ntvnews_363127_003,BARRIER_FREE
