MishearID,TagID
challejob_10477_001,DENWA_OUTAI
challejob_10477_001,COMMUNICATION
challejob_10477_001,MISHEARING
challejob_10477_001,ALPHABET
challejob_10477_001,PHONETIC_CODE
challejob_10477_001,WORK
challejob_10477_002,DENWA_OUTAI
challejob_10477_002,COMMUNICATION
challejob_10477_002,MISHEARING
challejob_10477_002,ALPHABET
challejob_10477_002,PHONETIC_CODE
challejob_10477_002,WORK
challejob_10477_003,DENWA_OUTAI
challejob_10477_003,COMMUNICATION
challejob_10477_003,MISHEARING
challejob_10477_003,ALPHABET
challejob_10477_003,PHONETIC_CODE
challejob_10477_003,WORK
challejob_10477_004,DENWA_OUTAI
challejob_10477_004,COMMUNICATION
challejob_10477_004,MISHEARING
challejob_10477_004,ALPHABET
challejob_10477_004,PHONETIC_CODE
challejob_10477_004,WORK
challejob_10477_005,DENWA_OUTAI
challejob_10477_005,COMMUNICATION
challejob_10477_005,MISHEARING
challejob_10477_005,ALPHABET
challejob_10477_005,PHONETIC_CODE
challejob_10477_005,WORK
challejob_10477_006,DENWA_OUTAI
challejob_10477_006,COMMUNICATION
challejob_10477_006,MISHEARING
challejob_10477_006,ALPHABET
challejob_10477_006,PHONETIC_CODE
challejob_10477_006,WORK
