MishearID,TagID
girlschannel_5697216_001,MISHEARING
girlschannel_5697216_001,LYRICS
girlschannel_5697216_001,TELEVISION
girlschannel_5697216_001,DAILY_LIFE
girlschannel_5697216_002,MISHEARING
girlschannel_5697216_002,NEWS
girlschannel_5697216_002,CHILD
girlschannel_5697216_002,DAILY_LIFE
girlschannel_5697216_003,MISHEARING
girlschannel_5697216_003,LYRICS
girlschannel_5697216_003,CHILD
girlschannel_5697216_003,DAILY_LIFE
girlschannel_5697216_004,MISHEARING
girlschannel_5697216_004,ANNOUNCEMENT
girlschannel_5697216_004,PUBLIC_FACILITY
girlschannel_5697216_005,MISHEARING
girlschannel_5697216_005,ANNOUNCEMENT
girlschannel_5697216_005,STATION
girlschannel_5697216_005,DAILY_LIFE
girlschannel_5697216_006,MISHEARING
girlschannel_5697216_006,STORE
girlschannel_5697216_006,PRODUCT
girlschannel_5697216_006,DAILY_LIFE
girlschannel_5697216_007,MISHEARING
girlschannel_5697216_007,PHONE
girlschannel_5697216_007,MEETING
girlschannel_5697216_007,DAILY_LIFE
girlschannel_5697216_008,MISHEARING
girlschannel_5697216_008,PHONE
girlschannel_5697216_008,WORKPLACE
girlschannel_5697216_008,DAILY_LIFE
girlschannel_5697216_009,MISHEARING
girlschannel_5697216_009,CHILD
girlschannel_5697216_009,SCHOOL
girlschannel_5697216_009,DAILY_LIFE
girlschannel_5697216_010,MISHEARING
girlschannel_5697216_010,TELEVISION
girlschannel_5697216_010,CHILD
girlschannel_5697216_010,DAILY_LIFE
girlschannel_5697216_011,MISHEARING
girlschannel_5697216_011,LYRICS
girlschannel_5697216_011,MUSIC
girlschannel_5697216_011,DAILY_LIFE
girlschannel_5697216_012,MISHEARING
girlschannel_5697216_012,SPORTS
girlschannel_5697216_012,CONVERSATION
girlschannel_5697216_012,DAILY_LIFE
girlschannel_5697216_013,MISHEARING
girlschannel_5697216_013,WORKPLACE
girlschannel_5697216_013,CONVERSATION
girlschannel_5697216_013,DAILY_LIFE
girlschannel_5697216_014,MISHEARING
girlschannel_5697216_014,STORE
girlschannel_5697216_014,CONVERSATION
girlschannel_5697216_014,DAILY_LIFE
girlschannel_5697216_015,MISHEARING
girlschannel_5697216_015,FOOD
girlschannel_5697216_015,DAILY_LIFE
girlschannel_5697216_016,MISHEARING
girlschannel_5697216_016,GEONAME
girlschannel_5697216_016,DAILY_LIFE
girlschannel_5697216_017,MISHEARING
girlschannel_5697216_017,GEONAME
girlschannel_5697216_017,DAILY_LIFE
girlschannel_5697216_018,MISHEARING
girlschannel_5697216_018,CAR
girlschannel_5697216_018,CONVERSATION
girlschannel_5697216_018,DAILY_LIFE
girlschannel_5697216_019,MISHEARING
girlschannel_5697216_019,CAR
girlschannel_5697216_019,CONVERSATION
girlschannel_5697216_019,DAILY_LIFE
girlschannel_5697216_020,MISHEARING
girlschannel_5697216_020,BRAND
girlschannel_5697216_020,CONVERSATION
girlschannel_5697216_020,DAILY_LIFE
girlschannel_5697216_021,MISHEARING
girlschannel_5697216_021,CONVERSATION
girlschannel_5697216_021,DAILY_LIFE
girlschannel_5697216_022,MISHEARING
girlschannel_5697216_022,CONVERSATION
girlschannel_5697216_022,DAILY_LIFE
girlschannel_5697216_023,MISHEARING
girlschannel_5697216_023,COMPANY_NAME
girlschannel_5697216_023,DAILY_LIFE
girlschannel_5697216_024,MISHEARING
girlschannel_5697216_024,LESSON
girlschannel_5697216_024,DAILY_LIFE
girlschannel_5697216_025,MISHEARING
girlschannel_5697216_025,LYRICS
girlschannel_5697216_025,ANIME
girlschannel_5697216_025,DAILY_LIFE
girlschannel_5697216_026,MISHEARING
girlschannel_5697216_026,FOOD
girlschannel_5697216_026,DAILY_LIFE
girlschannel_5697216_027,MISHEARING
girlschannel_5697216_027,CM
girlschannel_5697216_027,DAILY_LIFE
girlschannel_5697216_028,MISHEARING
girlschannel_5697216_028,STORE
girlschannel_5697216_028,PHONE
