MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,Language,Tags,Envs
girlschannel_5344443_001,うちた（内田）,うちだ,苗字の読み方に注意,「内田」と書いて「うちた」だが「うちだ」と読まれることが多い。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化', '難読苗字']","['学校', '職場', '病院', '宅配', '家庭', '地域']"
girlschannel_5344443_002,なかしま,なかじま,苗字の読み方に注意,「なかしま」さんが「なかじま」さんと呼ばれることが多い。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化', '難読苗字']","['学校', '職場']"
girlschannel_5344443_003,かじはら,かじわら,濁音・清音の違いに注意,「かじはら」さんが「かじわら」さんと呼ばれることが多い。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化', '難読苗字']","['学校', '職場']"
girlschannel_5344443_004,すがはら,すがわら,濁音・清音の違いに注意,「すがはら」さんが「すがわら」さんと呼ばれることが多い。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化', '難読苗字']","['学校', '職場']"
girlschannel_5344443_005,ひがし（東）,あずま,音読み・訓読みの違いに注意,「東」は「あずま」とも「ひがし」とも読むが、間違えられることが多い。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化', '難読苗字']","['学校', '職場', '宅配']"
girlschannel_5344443_006,かわの（河野）,こうの,苗字の読み方に注意,「河野」は「かわの」「こうの」両方あるため間違えられる。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化', '難読苗字']","['学校', '職場']"
girlschannel_5344443_007,いからし（五十嵐）,いがらし,苗字の読み方に注意,「五十嵐」は「いからし」「いがらし」両方あるため間違えられる。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化', '難読苗字']","['学校', '職場']"
girlschannel_5344443_008,みう,みゆ,名前の母音違いに注意,「みう」さんが「みゆ」さんと呼ばれることが多い。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化']","['学校', '家庭']"
girlschannel_5344443_009,えみ（恵美）,めぐみ,名前の読み方に注意,「恵美」は「えみ」「めぐみ」両方あるため間違えられる。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化']","['学校', '職場']"
girlschannel_5344443_010,たうち,うちだ,苗字の読み方に注意,「田内」と「内田」の混同。,True,girlschannel_5344443,https://girlschannel.net/topics/5344443/,日本語,"['苗字', '名前', '読み間違い', '日本語', 'コミュニケーション', '生活', '文化']","['学校', '職場']"
