MishearID,TagID
lordikiss_200905140000_001,MISHEARING
lordikiss_200905140000_001,DAILY_LIFE
lordikiss_200905140000_001,JAPANESE_LANGUAGE
lordikiss_200905140000_001,WORD_MISUNDERSTANDING
lordikiss_200905140000_003,MISHEARING
lordikiss_200905140000_003,DAILY_LIFE
lordikiss_200905140000_003,JAPANESE_LANGUAGE
lordikiss_200905140000_003,WORD_MISUNDERSTANDING
lordikiss_200905140000_004,MISHEARING
lordikiss_200905140000_004,DAILY_LIFE
lordikiss_200905140000_004,JAPANESE_LANGUAGE
lordikiss_200905140000_004,WORD_MISUNDERSTANDING
lordikiss_200905140000_005,MISHEARING
lordikiss_200905140000_005,DAILY_LIFE
lordikiss_200905140000_005,JAPANESE_LANGUAGE
lordikiss_200905140000_005,KINCHOU
lordikiss_200905140000_005,WORD_MISUNDERSTANDING
