MishearID,EnvID
kinabal_repeat_001,PHONE
kinabal_repeat_001,OFFICE
kinabal_repeat_001,COMMUNICATION_ENVIRONMENT
kinabal_repeat_002,PHONE
kinabal_repeat_002,OFFICE
kinabal_repeat_002,COMMUNICATION_ENVIRONMENT
kinabal_repeat_003,PHONE
kinabal_repeat_003,OFFICE
kinabal_repeat_003,COMMUNICATION_ENVIRONMENT
kinabal_repeat_004,PHONE
kinabal_repeat_004,OFFICE
kinabal_repeat_004,COMMUNICATION_ENVIRONMENT
kinabal_repeat_005,PHONE
kinabal_repeat_005,OFFICE
kinabal_repeat_005,COMMUNICATION_ENVIRONMENT
kinabal_repeat_006,PHONE
kinabal_repeat_006,OFFICE
kinabal_repeat_006,COMMUNICATION_ENVIRONMENT
kinabal_repeat_007,PHONE
kinabal_repeat_007,OFFICE
kinabal_repeat_007,COMMUNICATION_ENVIRONMENT
kinabal_repeat_008,PHONE
kinabal_repeat_008,OFFICE
kinabal_repeat_008,COMMUNICATION_ENVIRONMENT
kinabal_repeat_009,PHONE
kinabal_repeat_009,OFFICE
kinabal_repeat_009,COMMUNICATION_ENVIRONMENT
