MishearID,EnvID
39mag_benesse_16332_002,TELEVISION_VIEWING
39mag_benesse_16332_003,TELEVISION_VIEWING
39mag_benesse_16332_004,STATION_TOILET_AUDIO_GUIDANCE
39mag_benesse_16332_005,PICTURE_BOOK_READING
39mag_benesse_16332_006,HOME_CONVERSATION
39mag_benesse_16332_006,PHONE
39mag_benesse_16332_007,HOME_CONVERSATION
39mag_benesse_16332_008,HOME_CONVERSATION
39mag_benesse_16332_009,HOME_CONVERSATION
39mag_benesse_16332_010,SCHOOL
39mag_benesse_16332_011,HOME_CONVERSATION
39mag_benesse_16332_012,TELEVISION_VIEWING
39mag_benesse_16332_013,MUSIC_LYRICS
