MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,Language,Tags,Envs
tvtokyo_1764513_001,都民ファーストの会,冨田ファーストの会,注意が必要,ファンクラブでしょうか。冨田アナ最推しの私も入りたい。テレ東ファン支局？,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
tvtokyo_1764513_002,富士は日本一の山,藤井は日本一のちゃま,注意が必要,おはスタでのニックネーム「ゆいちゃま」より。推しは日本一と言いたくなるファン心,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
tvtokyo_1764513_003,IHにしようか,相内優香,注意が必要,コンロと関係ない。推しなのに失礼。,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
tvtokyo_1764513_004,モモンガ,百花アナ,注意が必要,関係ない。嶺アナも推し。モモンガは鼯鼠と書く。,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
tvtokyo_1764513_005,マミーマート,舞美アナ,注意が必要,6月13日に仕入れた間違い。,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
tvtokyo_1764513_006,一目見たとき,ひとみんととみゆき,注意が必要,モヤさまでファンになった時の気持ち。,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
tvtokyo_1764513_007,振れ幅,古旗アナ,注意が必要,関係のなさが聞き間違いの醍醐味。,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
tvtokyo_1764513_008,ミムラス,三村,注意が必要,モヤさまシリーズ。植物の名前から人名へ。,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
tvtokyo_1764513_009,雄叫び,大竹,注意が必要,企画で大竹さんが雄叫びを上げていそう。,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
tvtokyo_1764513_010,燃え盛る,モヤさま,注意が必要,ドイ火ーという火？そんなものはない。,True,tvtokyo_1764513,https://community.tv-tokyo.co.jp/view/post/0/1764513,日本語,"['アナウンサー', '聞き間違い']",['放送局']
