MishearID,EnvID
resoundjp_kikimachigai_001,DAILY_CONVERSATION
resoundjp_kikimachigai_001,HOME
resoundjp_kikimachigai_001,HOSPITAL_CLINIC
resoundjp_kikimachigai_002,DAILY_CONVERSATION
resoundjp_kikimachigai_002,HOME
resoundjp_kikimachigai_002,HOSPITAL_CLINIC
resoundjp_kikimachigai_003,DAILY_CONVERSATION
resoundjp_kikimachigai_003,HOME
resoundjp_kikimachigai_003,HOSPITAL_CLINIC
resoundjp_kikimachigai_004,DAILY_CONVERSATION
resoundjp_kikimachigai_004,HOME
resoundjp_kikimachigai_004,HOSPITAL_CLINIC
