MishearID,EnvID
girlschannel_5697216_001,KATEI
girlschannel_5697216_001,TEREBI
girlschannel_5697216_002,KATEI
girlschannel_5697216_002,TEREBI
girlschannel_5697216_003,KATEI
girlschannel_5697216_003,TEREBI
girlschannel_5697216_004,KOUKYOU_SHISSEKI
girlschannel_5697216_004,ZATSUON
girlschannel_5697216_005,KOUKYOU_SHISSEKI
girlschannel_5697216_005,ZATSUON
girlschannel_5697216_006,TENPO
girlschannel_5697216_006,ZATSUON
girlschannel_5697216_007,PHONE
girlschannel_5697216_007,ZATSUON
girlschannel_5697216_008,PHONE
girlschannel_5697216_008,SHOKUBAI
girlschannel_5697216_009,GAKKOU
girlschannel_5697216_009,KYOSHITSU
girlschannel_5697216_010,KATEI
girlschannel_5697216_010,TEREBI
girlschannel_5697216_011,KATEI
girlschannel_5697216_011,ONGAKU
girlschannel_5697216_012,GAKKOU
girlschannel_5697216_012,TAIKUKAN
girlschannel_5697216_013,TENPO
girlschannel_5697216_013,ZATSUON
girlschannel_5697216_014,TENPO
girlschannel_5697216_014,ZATSUON
girlschannel_5697216_015,KATEI
girlschannel_5697216_015,SHOKUJI
girlschannel_5697216_016,KATEI
girlschannel_5697216_016,KAIWA
girlschannel_5697216_017,KATEI
girlschannel_5697216_017,KAIWA
girlschannel_5697216_018,SHOKUBAI
girlschannel_5697216_018,KAIWA
girlschannel_5697216_019,SHOKUBAI
girlschannel_5697216_019,KAIWA
girlschannel_5697216_020,YUJIN
girlschannel_5697216_020,KAIWA
girlschannel_5697216_021,KATEI
girlschannel_5697216_021,KAIWA
girlschannel_5697216_022,KATEI
girlschannel_5697216_022,KAIWA
girlschannel_5697216_023,SHOKUBAI
girlschannel_5697216_023,KAIWA
girlschannel_5697216_024,KATEI
girlschannel_5697216_024,KAIWA
girlschannel_5697216_025,KATEI
girlschannel_5697216_025,ONGAKU
girlschannel_5697216_026,KATEI
girlschannel_5697216_026,KAIWA
girlschannel_5697216_027,KATEI
girlschannel_5697216_027,TEREBI
girlschannel_5697216_028,TENPO
girlschannel_5697216_028,PHONE
girlschannel_5697216_029,TENPO
girlschannel_5697216_029,KAIWA
girlschannel_5697216_030,KATEI
girlschannel_5697216_030,ONGAKU
girlschannel_5697216_031,KATEI
girlschannel_5697216_031,KAIWA
girlschannel_5697216_032,KATEI
girlschannel_5697216_032,KAIWA
girlschannel_5697216_033,KATEI
girlschannel_5697216_033,KAIWA
girlschannel_5697216_034,RESUTORAN
girlschannel_5697216_034,CHUUMON_COUNTER
girlschannel_5697216_035,KATEI
girlschannel_5697216_035,KAIWA
girlschannel_5697216_036,KATEI
girlschannel_5697216_036,TEREBI
girlschannel_5697216_037,KATEI
girlschannel_5697216_037,TEREBI
girlschannel_5697216_038,KATEI
girlschannel_5697216_038,TEREBI
girlschannel_5697216_039,DENSHA
girlschannel_5697216_039,SHANAI_HOUSOU
girlschannel_5697216_040,KATEI
girlschannel_5697216_040,TEREBI
girlschannel_5697216_041,SHOKUBAI
girlschannel_5697216_041,PHONE
girlschannel_5697216_042,GATTOU
girlschannel_5697216_042,ZATSUON
girlschannel_5697216_043,SHIKA_IIN
girlschannel_5697216_043,PHONE
