MishearID,EnvID
nw1032865_001,PHONE
nw1032865_001,OFFICE
nw1032865_001,COMMUNICATION_ENVIRONMENT
nw1032865_002,PHONE
nw1032865_002,OFFICE
nw1032865_002,COMMUNICATION_ENVIRONMENT
nw1032865_003,PHONE
nw1032865_003,OFFICE
nw1032865_003,COMMUNICATION_ENVIRONMENT
nw1032865_004,PHONE
nw1032865_004,OFFICE
nw1032865_004,COMMUNICATION_ENVIRONMENT
nw1032865_005,PHONE
nw1032865_005,OFFICE
nw1032865_005,COMMUNICATION_ENVIRONMENT
nw1032865_006,PHONE
nw1032865_006,OFFICE
nw1032865_006,COMMUNICATION_ENVIRONMENT
nw1032865_007,PHONE
nw1032865_007,OFFICE
nw1032865_007,COMMUNICATION_ENVIRONMENT
nw1032865_008,PHONE
nw1032865_008,OFFICE
nw1032865_008,COMMUNICATION_ENVIRONMENT
