MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language
coffee_break_parts_similar201112_001,二重債務問題に関する方策の１つとして、今後、ガイドラインによる債務整理、が円滑に進み、被害者の方々が復旧に向けて再スタートを切る一助となることを期待しております。,二重債務問題に関する方策の１つとして、今後、ガイドラインによる債務整理、返還金が進み、被害者の方々が復旧に向けて再スタートを切る一助となることを期待しております。,「進み」と「返還金が進み」は文脈で主語が異なることに注意。,行政会議での発言。債務整理の進行状況を述べているが、速記者が「が円滑に進み」を「返還金が進み」と誤記。主語の取り違えによる聞き間違い。,True,coffee_break_parts_similar201112,,不明,速記者,ja
coffee_break_parts_similar201112_002,実施方法における負担増は、受注者、発注者の双方にあり得ます。,実施方法における負担増は、受注者、発注者の両方に上げます。,「あり得ます」と「上げます」は意味が異なる。,会議での発言。負担増の発生主体を説明しているが、「あり得ます」を「上げます」と誤記。動詞の聞き間違い。,True,coffee_break_parts_similar201112,,不明,速記者,ja
coffee_break_parts_similar201112_003,我々としては、政府案を通していただきたいと思います。,我々としては、政府が応答していただきたいと思います。,「案を通す」と「応答する」は意味が異なる。,政策案の可決を希望する発言だが、「政府案を通して」を「政府が応答して」と誤記。政策決定と応答の混同。,True,coffee_break_parts_similar201112,,不明,速記者,ja
coffee_break_parts_similar201112_004,今朝行われた「ＴＰＰを慎重に考える会」で外務省側が、アメリカの議会で承認される手続の前に事前協議が必要だとの認識を示したが～,今朝行われた「ＴＰＰの進捗を考える会」で外務省側が、アメリカの議会で承認される手続の前に事前協議が必要だとの認識を示したが～,会の正式名称に注意。,会合名の聞き間違い。「慎重に考える会」と「進捗を考える会」は意味が異なる。会の趣旨が変わってしまうため注意が必要。,True,coffee_break_parts_similar201112,,不明,速記者,ja
coffee_break_parts_similar201112_005,政府のほうでは官民一体ということで、高速鉄道等の海外輸出を検討されていますが～,政府のほうでは官民一体ということで、航空・鉄道等の海外輸出を検討されていますが～,「高速鉄道」と「航空・鉄道」は範囲が異なる。,インフラ輸出の対象についての発言。「高速鉄道」を「航空・鉄道」と誤記。対象範囲が広がってしまう聞き間違い。,True,coffee_break_parts_similar201112,,不明,速記者,ja
coffee_break_parts_similar201112_006,地震・津波対策について、被災、３県の沿岸市町村の初期の災害対応なり、住民の避難行動調査を……。,地震・津波対策について、実際、３県の沿岸市町村の初期の災害対応なり、住民の避難行動調査を……。,「被災」と「実際」は意味が異なる。,災害対策に関する発言。「被災」を「実際」と誤記。災害被害の有無と事実の強調の混同。,True,coffee_break_parts_similar201112,,不明,速記者,ja
coffee_break_parts_similar201112_007,防潮堤と都道の整備が予定されております。,防潮堤と道路の整備が予定されております。,「都道」と「道路」は行政区分が異なる。,インフラ整備に関する発言。「都道」を「道路」と誤記。行政区分のある道路と一般道路の混同。,True,coffee_break_parts_similar201112,,不明,速記者,ja
coffee_break_parts_similar201112_008,千葉市での路線バス立てこもり事件について、国交省としての受けとめと防犯対策の再徹底についてのお考えを伺いたい。,千葉市での路線バス立てこもり事件について、国交省としての受けとめと防犯対策の再点検についてのお考えを伺いたい。,「再徹底」と「再点検」は実施内容が異なる。,防犯対策の強化に関する発言。「再徹底」を「再点検」と誤記。徹底と点検の違いに注意。,True,coffee_break_parts_similar201112,,不明,速記者,ja
coffee_break_parts_similar201112_009,財務大臣の会合では、タイの洪水の影響についての懸念も、私のほうから発言しました。,財務大臣の会合では、タイの洪水の影響についての経緯も、私のほうから発言しました。,「懸念」と「経緯」は意味が異なる。,財務大臣会合での発言。「懸念」を「経緯」と誤記。問題意識と経過説明の混同。,True,coffee_break_parts_similar201112,,不明,速記者,ja
coffee_break_parts_similar201112_010,契約変更の簡素化については、昨年度から総価契約、単価合意方式を全面的に導入しています。,契約変更の簡素化については、昨年度から総価契約、参加合意方式を全面的に導入しています。,「単価合意」と「参加合意」は契約用語として異なる。,契約方式に関する発言。「単価合意」を「参加合意」と誤記。契約用語の聞き間違い。,True,coffee_break_parts_similar201112,,不明,速記者,ja
