MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language
coffee_break_parts_similar200802_001,新市の特例債は、計算上は264億円余持っているが、合併準備の中でそれを全部使うと公債費が膨れ上がってしまって、後年度の負担が大変だと～,新市の特例債は、計算上は264億円余持っているが、合併準備の中でそれを全部使うと公債費が膨れ上がってしまって、この辺の負担が大変だと～,「後年度」と「この辺」は音が似ているため注意。,行政の財政説明の場面で、将来の負担（後年度の負担）を「この辺の負担」と一般化してしまった。速記者による聞き間違い。,True,coffee_break_parts_similar200802,,不明,速記者,ja
coffee_break_parts_similar200802_002,この特別利益の補正は、消費税及び地方消費税の申告時の税務署の取り扱いが見直され、過誤納還付金を補正するものです。,この特別利益の補正は、消費税及び地方消費税の申告時の税務署の取り扱いが見直され、過去の還付金を補正するものです。,「過誤納」と「過去の」は発音が似ている。,税務関連の説明で、専門用語「過誤納還付金」を「過去の還付金」と誤記。速記者が専門用語に不慣れだった可能性。,True,coffee_break_parts_similar200802,,不明,速記者,ja
coffee_break_parts_similar200802_003,先日、職員が起こした不祥事の事後処理について申し上げると～,先日、職員が起こした就労時の事後処理について申し上げると～,「不祥事」と「就労時」は語感が似ている。,職員の不祥事に関する説明で、「不祥事の事後処理」を「就労時の事後処理」と誤記。文脈から大きく意味が変わるため注意が必要。,True,coffee_break_parts_similar200802,,不明,速記者,ja
coffee_break_parts_similar200802_004,電話の持つ公共性から、故障はやむを得なく起こる場合があるが、故障が起きても、直ちに回復するとか、影響が広範囲に及ばないように～,電話の持つ公共性から、故障はやむを得なく起こる場合があるが、故障が起きても、直ちに回復するとか、影響が後輩に及ばないように～,「広範囲」と「後輩」は音が似ている。,通信インフラの説明で、「広範囲に及ばないよう」を「後輩に及ばないよう」と誤記。速記者が音だけで判断した可能性。,True,coffee_break_parts_similar200802,,不明,速記者,ja
coffee_break_parts_similar200802_005,過去に政党が離合集散する際の、そのお金がどこへどう流れたのか～,過去に政党が議員を推薦する際の、そのお金がどこへどう流れたのか～,「離合集散」と「議員を推薦」は文脈が異なるので注意。,政党の資金流れに関する説明で、「離合集散する際の」を「議員を推薦する際の」と誤記。政治用語の聞き間違い。,True,coffee_break_parts_similar200802,,不明,速記者,ja
coffee_break_parts_similar200802_006,リテールのほうの仕組預金の収益の減少がダイレクトに単体に響いて～,リテールのほうの市中預金の収益の減少がダイレクトに単体に響いて～,「仕組預金」と「市中預金」は音が似ている。,金融商品の収益説明で、「仕組預金」を「市中預金」と誤記。金融用語の聞き間違い。,True,coffee_break_parts_similar200802,,不明,速記者,ja
coffee_break_parts_similar200802_007,先ほど鈴木さんが言われて、すぐしり馬に乗るわけじゃありませんが～,先ほど鈴木さんが言われて、すぐ新聞に載るわけじゃありませんが～,「しり馬に乗る」と「新聞に載る」は音が似ている。,議論の同調に関する発言で、「しり馬に乗るわけじゃ」を「新聞に載るわけじゃ」と誤記。慣用句の聞き間違い。,True,coffee_break_parts_similar200802,,不明,速記者,ja
coffee_break_parts_similar200802_008,公正取引委員会としては、果たすべき役割が増大している中で、体制の整備、強化についても重点課題として取り組んでいるところで……。,公正取引委員会としては、果たすべき役割が増大している中で、体制の整備、強化についても優先課題として取り組んでいるところで……。,「重点課題」と「優先課題」は意味が近いが異なる。,行政課題の説明で、「重点課題として」を「優先課題として」と誤記。意味が近いがニュアンスが異なるため注意。,True,coffee_break_parts_similar200802,,不明,速記者,ja
coffee_break_parts_similar200802_009,先ほどから３０億円とか３５億円とか上げているが、その裏づけをきちんとしてくれないと、数値の議論ができない。,先ほどから３０億円とか３５億円とか上げているが、その裏づけをきちんとしてくれないと、すべての議論ができない。,「数値の議論」と「すべての議論」は意味が異なる。,予算議論の場面で、「数値の議論ができない」を「すべての議論ができない」と誤記。議論の範囲が大きく変わるため注意。,True,coffee_break_parts_similar200802,,不明,速記者,ja
coffee_break_parts_similar200802_010,次に、「国民本位で効率的な質の高い行政」について、国交省の任務・役割を国民に正しく知ってもらうとともに～,次に、「国民本意で効率的な質の高い行政」について、国交省の任務・役割を国民に正しく知ってもらうとともに～,「本位」と「本意」は意味が異なる。,行政方針の説明で、「国民本位」を「国民本意」と誤記。意味が異なるため注意。,True,coffee_break_parts_similar200802,,不明,速記者,ja
