MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language
oshiete_2625074_001,渋谷（しぶや）,日比谷（ひびや）,注意が必要,タクシーで「渋谷まで」と言ったら「日比谷」に連れて行かれた。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_002,千束（せんぞく/台東区）,洗足（せんぞく/目黒区）,注意が必要,「せんぞく」と言ったら別の区の「洗足」に行ってしまった。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_003,センター街（渋谷）,千駄ヶ谷,注意が必要,「センター街」と言ったら「千駄ヶ谷」に連れていかれた。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_004,渋谷の東邦生命ビル,日比谷の富国生命ビル,注意が必要,「渋谷の東邦生命ビル」と言ったら「日比谷の富国生命ビル」に着いた。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_005,浦和,浦賀,注意が必要,「浦和」と言ったら「浦賀」に連れて行かれそうになった。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_006,岩屋（いわや）,岩田（いわた）,注意が必要,「岩屋」と「岩田」は近くて似ているため酔客が間違えやすい。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_007,徳山（とくやま）,福山（ふくやま）,注意が必要,「徳山」行きの切符を買おうとしたら「福山」行きの切符を発行された。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_008,徳山（とくやま）,徳島（とくしま）,注意が必要,「徳山」と「徳島」を間違えられた。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_009,新丸子（しんまるこ）,下丸子（しもまるこ）,注意が必要,「新丸子」と「下丸子」を間違えて待ち合わせに失敗。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_010,古賀（こが/福岡）,古河（こが/茨城）,注意が必要,「古賀」と「古河」は発音が同じで混同しやすい。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_011,根室（ねむろ）,芽室（めむろ）,注意が必要,「根室」と「芽室」は北海道内で混同されやすい。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_012,北広島市（北海道）,北広島町（広島県）,注意が必要,「北広島市」と「北広島町」は全く別の場所。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_013,府中（東京都）,府中（広島県）,注意が必要,「府中」は東京都と広島県に同名自治体がある。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_014,岡山,和歌山,注意が必要,「岡山」と「和歌山」は全国ネットでもよく間違えられる。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_015,山梨県,山口県,注意が必要,「山梨県」と「山口県」はテレビなどで混同されやすい。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_016,八重洲（やえす）,焼津（やいづ）,注意が必要,発音が似ているため間違えやすい。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
oshiete_2625074_017,芝（しば）,千葉（ちば）,注意が必要,発音が似ているため間違えやすい。,True,oshiete_2625074,https://oshiete.goo.ne.jp/qa/2625074.html,speaker,listener,ja
