MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
coffee_break_parts_similar200601_001,教職員の増員を教育水準の向上と同視するといった安易な発想を排し～,教職員の増員を教育水準の向上と同一視するといった安易な発想を廃止～,「同視」と「同一視」、「排し」と「廃止」は発音が似ているため注意。,教育行政の議論で、速記者が「同視」を「同一視」、「排し」を「廃止」と誤記。文脈上、意味が大きく変わるため注意が必要。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['教育', '行政', '速記']",['文字起こし']
coffee_break_parts_similar200601_002,３件の入札については、予定価格をあらかじめ指名通知とともに公表して～,３件の入札については、予定価格をあらかじめ示すとともに公表して～,「指名通知」と「示す」は音が近い。,入札手続きの説明で「指名通知」を「示す」と誤記。行政用語の理解不足や発音の近似が原因。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['行政', 'ビジネス', '速記']",['文字起こし']
coffee_break_parts_similar200601_003,法令等で義務づけられている施設設置や職員配置の基準を、その必要性を根本的に見直し、縮減に努めるべきである。,法令等で義務づけられている施設設置や職員配置の基準を、その必要性を根本的に見直し、出現に努めるべきである。,「縮減」と「出現」は音が似ているが意味が全く異なる。,行政改革の議論で「縮減（しゅくげん）」を「出現（しゅつげん）」と誤記。専門用語の聞き取りミス。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['行政', '速記']",['文字起こし']
coffee_break_parts_similar200601_004,バブル期の多角化路線を整理し赤字事業を撤収すると、見かけは史上最高の利益を出した。,バブル期の多角化路線を整理し赤字事業を撤収すると、見かけは市場最高の利益を出した。,「史上最高」と「市場最高」は発音が近い。,経済・経営の説明で「史上最高」を「市場最高」と誤記。文脈で意味が異なるため注意。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['ビジネス', '速記']",['文字起こし']
coffee_break_parts_similar200601_005,周辺のブロック歩道ですが、当該道は千川通りという都道です。,周辺のブロック歩道ですが、隣の道は千川通りという都道です。,「当該道」と「隣の道」は意味が異なるので注意。,都市計画の説明で「当該道」を「隣の道」と誤記。地理的な文脈の理解不足。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['都市計画', '速記']",['文字起こし']
coffee_break_parts_similar200601_006,環境の変化に素早く対応し、競争力を高めるために決定とアクションの迅速性を上げる。,環境の変化に素早く対応し、競争力を高めるために徹底とアクションの迅速性を上げる。,「決定」と「徹底」は発音が似ている。,ビジネス会議で「決定」を「徹底」と誤記。文脈で意味が異なるため注意。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['ビジネス', '速記']",['文字起こし']
coffee_break_parts_similar200601_007,財政的に逼迫した中で、福祉の基盤整備が大幅に改正されたが、これらの福祉施策をどう展開していくか～～,財政的に逼迫した中で、福祉の基盤整理が大幅に改正されたが、これらの福祉政策をどう展開していくか～～,「基盤整備」と「基盤整理」、「福祉施策」と「福祉政策」は混同しやすい。,福祉行政の議論で「基盤整備」を「基盤整理」、「福祉施策」を「福祉政策」と誤記。専門用語の混同。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['福祉', '行政', '速記']",['文字起こし']
coffee_break_parts_similar200601_008,市長の答弁は、組織が過大になっているから、今後検討していきたいと～,市長の答弁は、組織が課題になっているから、今後検討していきたいと～,「過大」と「課題」は発音が近い。,行政答弁で「過大」を「課題」と誤記。意味が大きく異なるため注意。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['行政', '速記']",['文字起こし']
coffee_break_parts_similar200601_009,ｅラーニングを使った支援システムの構築とか、情報通信技術を活用した市民塾のような学習機会に関するデータベースの整備等も進み～,ｅラーニングを使った新システムの構築とか、情報通信技術を活用した市民塾のような学習機関に関するデータベースの整備等も進み～,「支援システム」と「新システム」、「学習機会」と「学習機関」は意味が異なる。,教育・ICT活用の説明で「支援システム」を「新システム」、「学習機会」を「学習機関」と誤記。専門用語の混同。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['教育', 'ICT', '速記']",['文字起こし']
coffee_break_parts_similar200601_010,図面には実習室、製図室、視聴覚室、会議室等を設け、教室１と２は可動間仕切りで仕切られ、一体利用することも可能で、最大時は１５０平方メートルになる。,図面には実習室、製図室、視聴覚室、会議室等を設け、教室１と２は稼働間仕切りで仕切られ、一体利用することも可能で、最大事は１５０平方メートルになる。,「可動間仕切り」と「稼働間仕切り」、「最大時」と「最大事」は発音が近い。,建築・施設説明で「可動間仕切り」を「稼働間仕切り」、「最大時」を「最大事」と誤記。建築用語の混同。,True,coffee_break_parts_similar200601,N/A,不明,速記者,日本語,"['建築', '教育', '速記']",['文字起こし']
