MishearID,EnvID
tabizine_448035_001,PHONE
tabizine_448035_001,COUNTER
tabizine_448035_001,COMMUNICATION_ENVIRONMENT
tabizine_448035_001,NOISY
tabizine_448035_002,PHONE
tabizine_448035_002,COUNTER
tabizine_448035_002,COMMUNICATION_ENVIRONMENT
tabizine_448035_002,NOISY
tabizine_448035_003,PHONE
tabizine_448035_003,COUNTER
tabizine_448035_003,COMMUNICATION_ENVIRONMENT
tabizine_448035_003,NOISY
tabizine_448035_004,PHONE
tabizine_448035_004,COUNTER
tabizine_448035_004,COMMUNICATION_ENVIRONMENT
tabizine_448035_004,NOISY
tabizine_448035_005,PHONE
tabizine_448035_005,COUNTER
tabizine_448035_005,COMMUNICATION_ENVIRONMENT
tabizine_448035_005,NOISY
