MishearID,EnvID
niftykids_200408100935_003,HOME
niftykids_200408100935_004,SCHOOL
niftykids_200408100935_004,HOME
niftykids_200408100935_005,HOME
niftykids_200408100935_006,SCHOOL
niftykids_200408100935_006,HOME
niftykids_200408100935_007,SCHOOL
niftykids_200408100935_007,HOME
niftykids_200408100935_008,SCHOOL
niftykids_200408100935_010,SCHOOL
niftykids_200408100935_010,HOME
niftykids_200408100935_016,HOME
niftykids_200408100935_017,HOME
niftykids_200408100935_018,HOME
niftykids_200408100935_019,HOME
niftykids_200408100935_001,SCHOOL
niftykids_200408100935_002,SCHOOL
niftykids_200408100935_011,SCHOOL
niftykids_200408100935_011,HOME
niftykids_200408100935_012,SCHOOL
niftykids_200408100935_012,HOME
niftykids_200408100935_013,SCHOOL
niftykids_200408100935_013,HOME
niftykids_200408100935_014,SCHOOL
niftykids_200408100935_014,HOME
niftykids_200408100935_015,SCHOOL
niftykids_200408100935_015,HOME
niftykids_200408100935_020,SCHOOL
niftykids_200408100935_021,HOME
niftykids_200408100935_021,TV
niftykids_200408100935_022,HOME
niftykids_200408100935_023,SCHOOL
niftykids_200408100935_023,HOME
niftykids_200408100935_024,SCHOOL
niftykids_200408100935_025,HOME
niftykids_200408100935_026,SCHOOL
niftykids_200408100935_027,HOME
niftykids_200408100935_027,MOVIE
niftykids_200408100935_028,HOME
niftykids_200408100935_028,MOVIE
niftykids_200408100935_029,SCHOOL
niftykids_200408100935_030,SCHOOL
niftykids_200408100935_031,HOME
niftykids_200408100935_032,HOME
niftykids_200408100935_033,HOME
niftykids_200408100935_033,MOVIE
niftykids_200408100935_034,HOME
niftykids_200408100935_035,SCHOOL
niftykids_200408100935_036,WARD
niftykids_200408100935_037,HOME
niftykids_200408100935_037,TV
niftykids_200408100935_038,HOME
niftykids_200408100935_039,HOME
niftykids_200408100935_039,MUSIC
niftykids_200408100935_040,HOME
niftykids_200408100935_041,HOME
niftykids_200408100935_042,HOME
niftykids_200408100935_042,ANIME
