MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,Language,Tags,Envs
togetter_193527_001,MRI,芋洗い,医療用語の発音に注意,義母が「芋洗い」と言い、家族が混乱,True,togetter_193527,https://togetter.com/li/193527,日本語,"['医療', '聞き間違い', '日常会話']","['病院', '家庭']"
togetter_193527_002,ICU,足湯,医療用語の発音に注意,「ICUに入っている」を「足湯に入っている」と誤解,True,togetter_193527,https://togetter.com/li/193527,日本語,"['医療', '聞き間違い']",['病院']
togetter_193527_003,藤沢周平,富士山周辺,人名と地名の聞き間違いに注意,作家名を地名と誤認,True,togetter_193527,https://togetter.com/li/193527,日本語,"['人名', '地名', '聞き間違い']",['日常会話']
togetter_193527_004,錦糸町,警視庁,地名の発音に注意,タクシーで目的地を間違えられた,True,togetter_193527,https://togetter.com/li/193527,日本語,"['地名', 'タクシー', '聞き間違い']",['タクシー']
togetter_193527_005,白河町,平河町,地名の発音に注意,江戸っ子の発音が原因で誤送,True,togetter_193527,https://togetter.com/li/193527,日本語,"['地名', 'タクシー', '聞き間違い']",['タクシー']
togetter_193527_006,たまプラ,鎌倉,略称や発音に注意,「たまプラ（たまプラーザ）」が「鎌倉」と誤解,True,togetter_193527,https://togetter.com/li/193527,日本語,"['地名', 'タクシー', '聞き間違い']",['タクシー']
togetter_193527_007,大倉山,大岡山,地名の発音に注意,タクシーで地名を間違えられた,True,togetter_193527,https://togetter.com/li/193527,日本語,"['地名', 'タクシー', '聞き間違い']",['タクシー']
togetter_193527_008,プリン,うに,飲食店での発音に注意,回転寿司で「プリン」を頼んだら「うに」が出てきた,True,togetter_193527,https://togetter.com/li/193527,日本語,"['飲食店', '聞き間違い']",['回転寿司']
togetter_193527_009,プリン,ブリ,飲食店での発音に注意,「プリン」と訂正したら「ブリ」が出てきた,True,togetter_193527,https://togetter.com/li/193527,日本語,"['飲食店', '聞き間違い']",['回転寿司']
togetter_193527_010,メット,熱湯,部活動での発音に注意,馬術部で「メット（ヘルメット）」が「熱湯」に,True,togetter_193527,https://togetter.com/li/193527,日本語,"['部活動', '聞き間違い']",['学校']
