MishearID,EnvID
coffee_break_parts_similar200810_001,MOJIKOKOSHI
coffee_break_parts_similar200810_002,MOJIKOKOSHI
coffee_break_parts_similar200810_003,MOJIKOKOSHI
coffee_break_parts_similar200810_004,MOJIKOKOSHI
coffee_break_parts_similar200810_005,MOJIKOKOSHI
coffee_break_parts_similar200810_006,MOJIKOKOSHI
coffee_break_parts_similar200810_007,MOJIKOKOSHI
coffee_break_parts_similar200810_008,MOJIKOKOSHI
coffee_break_parts_similar200810_009,MOJIKOKOSHI
coffee_break_parts_similar200810_010,MOJIKOKOSHI
