MishearID,EnvID
coffee_break_parts_similar200607_001,MOJIKOKOSHI
coffee_break_parts_similar200607_002,MOJIKOKOSHI
coffee_break_parts_similar200607_003,MOJIKOKOSHI
coffee_break_parts_similar200607_004,MOJIKOKOSHI
coffee_break_parts_similar200607_005,MOJIKOKOSHI
coffee_break_parts_similar200607_006,MOJIKOKOSHI
coffee_break_parts_similar200607_007,MOJIKOKOSHI
coffee_break_parts_similar200607_008,MOJIKOKOSHI
coffee_break_parts_similar200607_009,MOJIKOKOSHI
coffee_break_parts_similar200607_010,MOJIKOKOSHI
