MishearID,EnvID
coffee_break_parts_similar201404_001,MOJIKIOKOSHI
coffee_break_parts_similar201404_002,MOJIKIOKOSHI
coffee_break_parts_similar201404_003,MOJIKIOKOSHI
coffee_break_parts_similar201404_004,MOJIKIOKOSHI
coffee_break_parts_similar201404_005,MOJIKIOKOSHI
coffee_break_parts_similar201404_006,MOJIKIOKOSHI
coffee_break_parts_similar201404_007,MOJIKIOKOSHI
coffee_break_parts_similar201404_008,MOJIKIOKOSHI
coffee_break_parts_similar201404_009,MOJIKIOKOSHI
coffee_break_parts_similar201404_010,MOJIKIOKOSHI
