MishearID,EnvID
coffee_break_parts_similar201205_001,MOJIKIOKOSHI
coffee_break_parts_similar201205_002,MOJIKIOKOSHI
coffee_break_parts_similar201205_003,MOJIKIOKOSHI
coffee_break_parts_similar201205_004,MOJIKIOKOSHI
coffee_break_parts_similar201205_005,MOJIKIOKOSHI
coffee_break_parts_similar201205_006,MOJIKIOKOSHI
coffee_break_parts_similar201205_007,MOJIKIOKOSHI
coffee_break_parts_similar201205_008,MOJIKIOKOSHI
coffee_break_parts_similar201205_009,MOJIKIOKOSHI
coffee_break_parts_similar201205_010,MOJIKIOKOSHI
