MishearID,EnvID
coffee_break_parts_similar200911_001,MOJIKOKOSHI
coffee_break_parts_similar200911_002,MOJIKOKOSHI
coffee_break_parts_similar200911_003,MOJIKOKOSHI
coffee_break_parts_similar200911_004,MOJIKOKOSHI
coffee_break_parts_similar200911_005,MOJIKOKOSHI
coffee_break_parts_similar200911_006,MOJIKOKOSHI
coffee_break_parts_similar200911_007,MOJIKOKOSHI
coffee_break_parts_similar200911_008,MOJIKOKOSHI
coffee_break_parts_similar200911_009,MOJIKOKOSHI
coffee_break_parts_similar200911_010,MOJIKOKOSHI
