MishearID,EnvID
coffee_break_parts_similar201406_001,MOJIKOKOSHI
coffee_break_parts_similar201406_002,MOJIKOKOSHI
coffee_break_parts_similar201406_003,MOJIKOKOSHI
coffee_break_parts_similar201406_004,MOJIKOKOSHI
coffee_break_parts_similar201406_005,MOJIKOKOSHI
coffee_break_parts_similar201406_006,MOJIKOKOSHI
coffee_break_parts_similar201406_007,MOJIKOKOSHI
coffee_break_parts_similar201406_008,MOJIKOKOSHI
coffee_break_parts_similar201406_009,MOJIKOKOSHI
coffee_break_parts_similar201406_010,MOJIKOKOSHI
